sep=;
From#;From Name;To# - Circ#;To Name;Area;Owner;Resistance (pu);Reactance (pu);Line Charg. (pu);Normal Rat.(MVA);Overl. Rat.(MVA);Emerg. Rat.(MVA);ShtF On;GSht From (MW);BSht From (Mvar);ShtT On;GSht To (MW);BSht To (Mvar);Brk From;Brk To;Monitored;R0 (pu);X0 (pu);Type;Name
2219;N.APA2-SP138;7687    # 01;SUMA-7-SP138;207;0;0.00370;0.00912;0.00250;103.0;129.0;103.0;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Opened;Opened;YES;0.01110;0.02737;TL;N.APA2-SP138 - SUMA-7-S 
2219;N.APA2-SP138;45392    # 01;ODATA--SP138;207;0;0.00460;0.01425;0.00402;103.0;129.0;103.0;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;0.01380;0.04275;TL;N.APA2-SP138 - ODATA--S 
2221;NOTRED-SP138;2241    # 01;TANQUI-SP138;207;0;0.01390;0.03440;0.00920;103.0;129.0;103.0;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;0.04170;0.10320;TL;NOTRED-SP138 - TANQUI-S 
2221;NOTRED-SP138;2250    # 01;VA+GES-SP138;207;0;0.01203;0.02961;0.00791;103.0;129.0;103.0;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;0.03609;0.08883;TL;NOTRED-SP138 - VA+GES-S 
2222;PAINEI-SP138;2241    # 01;TANQUI-SP138;207;0;0.01040;0.04430;0.01140;101.0;144.0;101.0;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;0.03120;0.13290;TL;PAINEI-SP138 - TANQUI-S 
2222;PAINEI-SP138;2241    # 02;TANQUI-SP138;207;0;0.01040;0.04430;0.01140;188.0;225.0;103.0;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;0.03120;0.13290;TL;PAINEI-SP138 - TANQUI-S 
2222;PAINEI-SP138;12880    # 01;AND-Y1-SP138;207;0;0.00191;0.00994;0.00287;188.0;225.0;188.0;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;0.00573;0.02982;TL;PAINEI-SP138 - AND-Y1-S 
2222;PAINEI-SP138;22880    # 02;AND-Y2-SP138;207;0;0.00191;0.00994;0.00287;188.0;225.0;188.0;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;0.00573;0.02982;TL;PAINEI-SP138 - AND-Y2-S 
2224;PIRACB-SP138;568    # 01;SBARBA-SP138;207;0;0.03611;0.08404;0.02115;103.0;144.0;103.0;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Opened;Opened;YES;0.10833;0.25212;TL;PIRACB-SP138 - SBARBA-S 
2224;PIRACB-SP138;12224    # 01;PIR-1Y-SP138;207;0;0.00221;0.00723;0.00193;103.0;129.0;103.0;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;0.00663;0.02170;TL;PIRACB-SP138 - PIR-1Y-S 
2224;PIRACB-SP138;22224    # 01;PIR-2Y-SP138;207;0;0.00221;0.00723;0.00193;103.0;129.0;103.0;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Opened;Opened;YES;0.00663;0.02170;TL;PIRACB-SP138 - PIR-2Y-S 
2225;PIRACB-SP069;2235    # 01;S.BARB-SP069;207;0;0.22160;0.28810;0.00460;30.0;35.0;103.0;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;0.66480;0.86430;TL;PIRACB-SP069 - S.BARB-S 
2226;PIRELI-SP138;2284    # 01;JMR+VF-SP138;207;0;0.00048;0.00118;0.00032;103.0;129.0;103.0;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;0.00144;0.00354;TL;PIRELI-SP138 - JMR+VF-S 
2228;YP+YTA-SP138;4242    # 01;ORSA---SP138;207;0;0.01647;0.04054;0.01083;103.0;129.0;143.0;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;0.04941;0.12162;TL;YP+YTA-SP138 - ORSA---S 
2229;QUILOM-SP138;2205    # 01;GEVISA-SP138;207;0;0.00339;0.01053;0.00298;179.0;210.0;139.0;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;0.01017;0.03159;TL;QUILOM-SP138 - GEVISA-S 
2229;QUILOM-SP138;2219    # 01;N.APA2-SP138;207;0;0.00198;0.00789;0.00234;179.0;210.0;103.0;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;0.00594;0.02367;TL;QUILOM-SP138 - N.APA2-S 
2231;RHODIA-SP138;12231    # 01;RHO-Y1-SP138;207;0;0.00076;0.00188;0.00050;101.0;144.0;101.0;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;0.00229;0.00564;TL;RHODIA-SP138 - RHO-Y1-S 
2231;RHODIA-SP138;22231    # 01;RHO-Y2-SP138;207;0;0.00076;0.00188;0.00050;101.0;144.0;101.0;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Opened;Opened;YES;0.00229;0.00564;TL;RHODIA-SP138 - RHO-Y2-S 
2232;R.PEDR-SP138;2234    # 02;SALTIN-SP138;207;0;0.00592;0.02141;0.00528;125.0;179.0;125.0;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;0.01776;0.06423;TL;R.PEDR-SP138 - SALTIN-S 
2236;PAT+ME-SP138;2268    # 01;IGUAPE-SP138;208;0;0.00320;0.01610;0.00500;188.0;225.0;188.0;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;0.00960;0.04830;TL;PAT+ME-SP138 - IGUAPE-S 
2237;SPEDRO-SP138;2195    # 01;CHARQU-SP138;208;0;0.03006;0.06844;0.01863;103.0;117.0;103.0;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;0.09018;0.20532;TL;SPEDRO-SP138 - CHARQU-S 
2238;SNEGRA-SP138;2246    # 01;3PONTA-SP138;207;0;0.02005;0.05255;0.01236;101.0;101.0;101.0;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;0.06015;0.15766;TL;SNEGRA-SP138 - 3PONTA-S 
2241;TANQUI-SP138;2243    # 01;TAQURL-SP138;207;0;0.00490;0.02860;0.00897;276.0;325.0;276.0;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;0.01470;0.08580;TL;TANQUI-SP138 - TAQURL-S 
2241;TANQUI-SP138;6588    # 01;PETROQ-SP138;207;0;0.00797;0.01961;0.00524;103.0;129.0;2473.0;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;0.02391;0.05883;TL;TANQUI-SP138 - PETROQ-S 
2241;TANQUI-SP138;6590    # 01;TAPCOL-SP138;207;0;0.01023;0.02794;0.00765;103.0;129.0;129.0;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;0.03069;0.08382;TL;TANQUI-SP138 - TAPCOL-S 
2241;TANQUI-SP138;12231    # 01;RHO-Y1-SP138;207;0;0.01162;0.02860;0.00764;101.0;144.0;101.0;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;0.03486;0.08580;TL;TANQUI-SP138 - RHO-Y1-S 
2241;TANQUI-SP138;22231    # 01;RHO-Y2-SP138;207;0;0.01162;0.02860;0.00764;101.0;144.0;101.0;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;0.03486;0.08580;TL;TANQUI-SP138 - RHO-Y2-S 
2247;TREVO--SP138;2251    # 01;VIRACO-SP138;207;0;0.00710;0.01770;0.00470;103.0;129.0;103.0;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;0.02130;0.05310;TL;TREVO--SP138 - VIRACO-S 
2247;TREVO--SP138;4240    # 02;DIC+SI-SP138;207;0;0.00713;0.01766;0.00472;101.0;144.0;101.0;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;0.02139;0.05298;TL;TREVO--SP138 - DIC+SI-S 
2250;VA+GES-SP138;6610    # 01;ITATIB-SP138;207;0;0.00361;0.01777;0.00546;249.0;293.0;249.0;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;0.01083;0.05331;TL;VA+GES-SP138 - ITATIB-S 
2251;VIRACO-SP138;2233    # 01;SACI---SP138;207;0;0.00741;0.01823;0.00487;249.0;293.0;249.0;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;0.02223;0.05469;TL;VIRACO-SP138 - SACI---S 
2254;ALTIN-BIO069;2259    # 01;ALTINO-SP069;215;0;0.39340;0.03358;0.00645;34.0;48.0;34.0;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;1.18020;0.10074;TL;ALTIN-BIO069 - ALTINO-S 
2255;ANH+MA-SP138;2282    # 01;PIONER-SP138;208;0;0.01520;0.05360;0.01430;86.0;95.0;103.0;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;0.04560;0.16080;TL;ANH+MA-SP138 - PIONER-S 
2255;ANH+MA-SP138;4294    # 01;MAG-CP-SP138;208;0;0.01300;0.04180;0.01110;125.0;179.0;125.0;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;0.03900;0.12540;TL;ANH+MA-SP138 - MAG-CP-S 
2256;BARRI-BIO138;2285    # 01;PRADOP-SP138;215;0;0.02470;0.06700;0.01560;103.0;117.0;47.0;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;0.07410;0.20100;TL;BARRI-BIO138 - PRADOP-S 
2257;BATATA-SP138;2260    # 01;BRODOS-SP138;208;0;0.00940;0.03220;0.00910;128.0;128.0;103.0;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;0.02820;0.09660;TL;BATATA-SP138 - BRODOS-S 
2258;BONFIM-SP069;2278    # 01;MORROC-SP069;208;0;0.07710;0.09680;0.00130;13.0;13.0;51.0;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;0.23130;0.29040;TL;BONFIM-SP069 - MORROC-S 
2259;ALTINO-SP069;2279    # 01;NUPORA-SP069;208;0;0.13490;0.20310;0.00277;34.0;48.0;103.0;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;0.40470;0.60930;TL;ALTINO-SP069 - NUPORA-S 
2260;BRODOS-SP138;2273    # 01;JARDIN-SP138;208;0;0.00577;0.01952;0.00552;128.0;128.0;125.0;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;0.01731;0.05856;TL;BRODOS-SP138 - JARDIN-S 
2261;CATU---SP138;6598    # 01;RETIR-PCH138;208;0;0.01360;0.04490;0.01170;179.0;179.0;179.0;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;0.04080;0.13470;TL;CATU---SP138 - RETIR-PC 
2262;CA+M+PBIO069;2265    # 01;GUARA--SP069;215;0;0.11640;0.17530;0.00239;34.0;48.0;259.0;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;0.34920;0.52590;TL;CA+M+PBIO069 - GUARA--S 
2262;CA+M+PBIO069;2272    # 01;ITUVE-BIO069;215;0;0.03180;0.04790;0.00070;19.0;19.0;188.0;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;0.09540;0.14370;TL;CA+M+PBIO069 - ITUVE-BI 
2262;CA+M+PBIO069;2283    # 01;PI+SJB-SP069;215;0;0.07990;0.24770;0.00411;34.0;48.0;69.0;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;0.23970;0.74310;TL;CA+M+PBIO069 - PI+SJB-S 
2262;CA+M+PBIO069;3105    # 01;DELTA-BIO069;215;0;0.24060;0.33590;0.00514;23.0;23.0;100.0;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;0.72180;1.00770;TL;CA+M+PBIO069 - DELTA-BI 
2264;FRANCA-SP138;3676    # 04;FRAN-5-SP138;208;0;0.00890;0.03150;0.00840;179.0;210.0;179.0;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;0.02670;0.09450;TL;FRANCA-SP138 - FRAN-5-S 
2264;FRANCA-SP138;23676    # 04;FRA5B2-SP138;208;0;0.00890;0.03150;0.00840;179.0;210.0;179.0;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;0.02670;0.09450;TL;FRANCA-SP138 - FRA5B2-S 
2265;GUARA--SP069;2283    # 01;PI+SJB-SP069;208;0;0.08030;0.12090;0.00165;34.0;48.0;100.0;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;0.24090;0.36270;TL;GUARA--SP069 - PI+SJB-S 
2266;HMA+BZ-SP138;2290    # 01;SERTAO-SP138;208;0;0.00620;0.01630;0.00380;103.0;129.0;103.0;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;0.01860;0.04890;TL;HMA+BZ-SP138 - SERTAO-S 
2266;HMA+BZ-SP138;2329    # 01;PITAN-BIO138;208;0;0.01264;0.06221;0.01918;249.0;293.0;249.0;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;0.03792;0.18663;TL;HMA+BZ-SP138 - PITAN-BI 
2266;HMA+BZ-SP138;4299    # 01;D#STAE-SP138;208;0;0.00375;0.01843;0.00568;249.0;293.0;249.0;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;0.01125;0.05529;TL;HMA+BZ-SP138 - D#STAE-S 
2268;IGUAPE-SP138;2266    # 02;HMA+BZ-SP138;208;0;0.03698;0.09380;0.02359;103.0;129.0;147.0;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;0.11094;0.28140;TL;IGUAPE-SP138 - HMA+BZ-S 
2268;IGUAPE-SP138;2285    # 01;PRADOP-SP138;208;0;0.02640;0.06280;0.01560;103.0;117.0;13.0;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;0.07920;0.18840;TL;IGUAPE-SP138 - PRADOP-S 
2268;IGUAPE-SP138;2349    # 01;PETROB-SP138;208;0;0.01206;0.03006;0.00784;101.0;144.0;101.0;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;0.03618;0.09018;TL;IGUAPE-SP138 - PETROB-S 
2268;IGUAPE-SP138;4227    # 01;TIE-SA-SP138;208;0;0.02042;0.05288;0.01264;103.0;129.0;150.0;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;0.06126;0.15864;TL;IGUAPE-SP138 - TIE-SA-S 
2269;IPANEM-SP138;2277    # 01;MORROC-SP138;208;0;0.01247;0.03104;0.00811;101.0;144.0;101.0;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;0.03741;0.09312;TL;IPANEM-SP138 - MORROC-S 
2269;IPANEM-SP138;2293    # 01;V.ALB-BIO138;208;0;0.00558;0.01387;0.00363;101.0;144.0;101.0;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;0.01674;0.04161;TL;IPANEM-SP138 - V.ALB-BI 
2270;IPIRAN-SP138;2268    # 01;IGUAPE-SP138;208;0;0.01436;0.03584;0.00933;101.0;144.0;101.0;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;0.04308;0.10752;TL;IPIRAN-SP138 - IGUAPE-S 
2270;IPIRAN-SP138;4259    # 01;RIB.NO-SP138;208;0;0.00489;0.01230;0.00317;101.0;144.0;101.0;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;0.01467;0.03690;TL;IPIRAN-SP138 - RIB.NO-S 
2271;IPUA---SP138;2282    # 01;PIONER-SP138;208;0;0.01860;0.04610;0.01233;103.0;129.0;103.0;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;0.05580;0.13830;TL;IPUA---SP138 - PIONER-S 
2273;JARDIN-SP138;2277    # 01;MORROC-SP138;208;0;0.01242;0.04200;0.01188;128.0;128.0;95.0;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;0.03726;0.12600;TL;JARDIN-SP138 - MORROC-S 
2274;LEAO13-SP138;2277    # 01;MORROC-SP138;208;0;0.00100;0.00550;0.00170;129.0;143.0;80.0;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;0.00300;0.01650;TL;LEAO13-SP138 - MORROC-S 
2275;JOAQU-BIO069;2283    # 01;PI+SJB-SP069;208;0;0.08210;0.12840;0.00161;34.0;36.0;558.0;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;0.24630;0.38520;TL;JOAQU-BIO069 - PI+SJB-S 
2277;MORROC-SP138;2287    # 01;R.PRET-SP138;208;0;0.00170;0.00950;0.00270;188.0;225.0;103.0;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;0.00510;0.02850;TL;MORROC-SP138 - R.PRET-S 
2278;MORROC-SP069;3104    # 01;PEDRA-BIO069;208;0;0.13380;0.18610;0.00290;34.0;38.0;100.0;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;0.40140;0.55830;TL;MORROC-SP069 - PEDRA-BI 
2282;PIONER-SP138;2264    # 04;FRANCA-SP138;208;0;0.02576;0.12650;0.01765;249.0;293.0;249.0;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;0.07728;0.37950;TL;PIONER-SP138 - FRANCA-S 
2282;PIONER-SP138;2286    # 03;RE+GUA-SP138;208;0;0.01967;0.09667;0.02987;249.0;293.0;249.0;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;0.05901;0.29001;TL;PIONER-SP138 - RE+GUA-S 
2282;PIONER-SP138;3102    # 01;MANDU-BIO138;208;0;0.06150;0.15140;0.04040;103.0;129.0;315.0;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;0.18450;0.45420;TL;PIONER-SP138 - MANDU-BI 
2282;PIONER-SP138;3676    # 01;FRAN-5-SP138;208;0;0.06809;0.16740;0.04358;101.0;144.0;101.0;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;0.20427;0.50220;TL;PIONER-SP138 - FRAN-5-S 
2282;PIONER-SP138;6597    # 01;ANHANGPCH138;208;0;0.00213;0.00680;0.00181;179.0;179.0;179.0;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;0.00639;0.02040;TL;PIONER-SP138 - ANHANGPC 
2282;PIONER-SP138;6599    # 02;PALMEIPCH138;208;0;0.00400;0.00990;0.00260;103.0;129.0;179.0;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;0.01200;0.02970;TL;PIONER-SP138 - PALMEIPC 
2282;PIONER-SP138;23676    # 01;FRA5B2-SP138;208;0;0.06809;0.16740;0.04358;101.0;144.0;101.0;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;0.20427;0.50220;TL;PIONER-SP138 - FRA5B2-S 
2284;JMR+VF-SP138;2214    # 01;CHRYSL-SP138;207;0;0.00540;0.01329;0.00355;103.0;129.0;103.0;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;0.01620;0.03987;TL;JMR+VF-SP138 - CHRYSL-S 
2284;JMR+VF-SP138;6604    # 01;C.GRAN-SP138;207;0;0.00440;0.00950;0.00270;103.0;129.0;103.0;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;0.01320;0.02850;TL;JMR+VF-SP138 - C.GRAN-S 
2286;RE+GUA-SP138;3676    # 03;FRAN-5-SP138;208;0;0.01449;0.06142;0.01765;179.0;210.0;179.0;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;0.04347;0.18426;TL;RE+GUA-SP138 - FRAN-5-S 
2286;RE+GUA-SP138;23676    # 03;FRA5B2-SP138;208;0;0.01449;0.06142;0.01765;179.0;210.0;179.0;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;0.04347;0.18426;TL;RE+GUA-SP138 - FRA5B2-S 
2287;R.PRET-SP138;564    # 01;RIBPRE-SP138;208;0;0.00668;0.03611;0.01111;188.0;192.0;188.0;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;0.02004;0.10833;TL;R.PRET-SP138 - RIBPRE-S 
2288;PPAULI-SP138;2333    # 02;DIAMAN-SP138;208;0;0.00350;0.01200;0.00340;128.0;128.0;188.0;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;0.01050;0.03600;TL;PPAULI-SP138 - DIAMAN-S 
2293;V.ALB-BIO138;2349    # 01;PETROB-SP138;215;0;0.01422;0.03565;0.00922;101.0;144.0;101.0;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;0.04266;0.10695;TL;V.ALB-BIO138 - PETROB-S 
2295;ALTAIR-SP069;2321    # 01;J.PAUL-SP069;208;0;0.29460;0.34950;0.00540;29.0;29.0;103.0;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;0.88380;1.04850;TL;ALTAIR-SP069 - J.PAUL-S 
2297;ARACAT-SP069;2299    # 01;BAGUAC-SP069;209;0;0.12160;0.18230;0.00251;32.0;32.0;160.0;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;0.36480;0.54690;TL;ARACAT-SP069 - BAGUAC-S 
2301;BARRET-SP138;2310    # 01;BARRE2-SP138;208;0;0.00010;0.00010;0.00000;143.0;143.0;143.0;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;0.00030;0.00030;TL;BARRET-SP138 - BARRE2-S 
2301;BARRET-SP138;2315    # 01;GAVEA--SP138;208;0;0.05030;0.12690;0.03271;103.0;129.0;150.0;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;0.15090;0.38070;TL;BARRET-SP138 - GAVEA--S 
2301;BARRET-SP138;2316    # 01;COLOMB-SP138;208;0;0.02222;0.05300;0.01417;125.0;135.0;188.0;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;0.06666;0.15900;TL;BARRET-SP138 - COLOMB-S 
2301;BARRET-SP138;2322    # 01;MI+YMV-SP138;208;0;0.00450;0.01110;0.00295;103.0;129.0;128.0;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;0.01350;0.03330;TL;BARRET-SP138 - MI+YMV-S 
2302;BARRET-SP069;2321    # 01;J.PAUL-SP069;208;0;0.40070;0.50400;0.00730;29.0;36.0;100.0;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;1.20210;1.51200;TL;BARRET-SP069 - J.PAUL-S 
2303;CANDI-BIO138;2120    # 01;GP+YFS-SP138;208;0;0.02000;0.05000;0.00478;144.0;144.0;144.0;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;0.06000;0.15000;TL;CANDI-BIO138 - GP+YFS-S 
2304;COROAD-SP069;2299    # 01;BAGUAC-SP069;209;0;0.11420;0.15950;0.00244;32.0;32.0;32.0;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;0.34260;0.47850;TL;COROAD-SP069 - BAGUAC-S 
2305;BR+GLI-SP069;2304    # 01;COROAD-SP069;209;0;0.10500;0.15810;0.00216;32.0;32.0;32.0;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Opened;Opened;YES;0.31500;0.47430;TL;BR+GLI-SP069 - COROAD-S 
2306;CA+M+B-SP138;2130    # 01;PIRANG-SP138;208;0;0.03336;0.08457;0.02128;103.0;129.0;22.0;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;0.10008;0.25371;TL;CA+M+B-SP138 - PIRANG-S 
2306;CA+M+B-SP138;2130    # 02;PIRANG-SP138;208;0;0.03336;0.08457;0.02128;103.0;129.0;248.0;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;0.10008;0.25371;TL;CA+M+B-SP138 - PIRANG-S 
2306;CA+M+B-SP138;3111    # 01;M.AGUD-SP138;208;0;0.01311;0.08024;0.02080;249.0;293.0;249.0;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;0.03933;0.24072;TL;CA+M+B-SP138 - M.AGUD-S 
2306;CA+M+B-SP138;4251    # 01;MPA+YF-SP138;208;0;0.04016;0.07915;0.01826;103.0;129.0;103.0;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;0.12048;0.23745;TL;CA+M+B-SP138 - MPA+YF-S 
2307;HORTOL-SP138;45399    # 01;ODA-Y1-SP138;207;0;0.00056;0.00324;0.00086;208.0;249.0;208.0;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;0.00169;0.00971;TL;HORTOL-SP138 - ODA-Y1-S 
2307;HORTOL-SP138;45400    # 01;ODA-Y2-SP138;207;0;0.00056;0.00324;0.00086;208.0;249.0;208.0;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Opened;Opened;YES;0.00169;0.00971;TL;HORTOL-SP138 - ODA-Y2-S 
2309;C.PRET-SP069;2302    # 01;BARRET-SP069;208;0;0.08910;0.12940;0.00190;28.0;35.0;32.0;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;0.26730;0.38820;TL;C.PRET-SP069 - BARRET-S 
2310;BARRE2-SP138;2313    # 01;CUTRA-BIO138;208;0;0.02420;0.06390;0.01500;144.0;153.0;153.0;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;0.07260;0.19170;TL;BARRE2-SP138 - CUTRA-BI 
2310;BARRE2-SP138;2320    # 01;J.PAUL-SP138;208;0;0.04270;0.10940;0.02730;103.0;129.0;128.0;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;0.12810;0.32820;TL;BARRE2-SP138 - J.PAUL-S 
2310;BARRE2-SP138;2340    # 01;COLINA-SP138;208;0;0.02850;0.07510;0.01760;144.0;153.0;153.0;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;0.08550;0.22530;TL;BARRE2-SP138 - COLINA-S 
2311;GUARNI-SP138;11653    # 01;GNI-1Y-SP138;209;0;0.00490;0.01200;0.00320;101.0;144.0;101.0;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Opened;Opened;YES;0.01470;0.03600;TL;GUARNI-SP138 - GNI-1Y-S 
2311;GUARNI-SP138;22653    # 01;GNI-2Y-SP138;209;0;0.00490;0.01200;0.00320;101.0;144.0;101.0;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;0.01470;0.03600;TL;GUARNI-SP138 - GNI-2Y-S 
2313;CUTRA-BIO138;2306    # 01;CA+M+B-SP138;215;0;0.02942;0.07251;0.01938;144.0;168.0;168.0;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;0.08826;0.21753;TL;CUTRA-BIO138 - CA+M+B-S 
2315;GAVEA--SP138;8105    # 01;GUAIR-BIO138;208;0;0.02410;0.06020;0.01557;103.0;129.0;62.0;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;0.07230;0.18060;TL;GAVEA--SP138 - GUAIR-BI 
2318;ICEM---SP069;2295    # 01;ALTAIR-SP069;209;0;0.22330;0.24620;0.00440;29.0;29.0;29.0;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;0.66990;0.73860;TL;ICEM---SP069 - ALTAIR-S 
