sep=;
From#;From Name;To# - Circ#;To Name;Area;Owner;Resistance (pu);Reactance (pu);Line Charg. (pu);Normal Rat.(MVA);Overl. Rat.(MVA);Emerg. Rat.(MVA);ShtF On;GSht From (MW);BSht From (Mvar);ShtT On;GSht To (MW);BSht To (Mvar);Brk From;Brk To;Monitored;R0 (pu);X0 (pu);Type;Name
5503;TERESI-PI069;8035    # 01;TSA.MA-PI069;773;0;0.00000;0.00001;0.00000;9999.0;9999.0;9999.0;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;0.00000;0.00001;SWITCH;TERESI-PI069 - TSA.MA-P 
5510;B.ESPE-PI500;5580    # 07;P.DUTR-MA500;771;0;0.00213;0.02640;2.63100;1732.0;1732.0;1732.0;1/ 1;0.0;-104.0;1/ 1;0.0;-200.0;Closed;Closed;YES;0.00639;0.07920;TL;B.ESPE-PI500 - P.DUTR-M 
5510;B.ESPE-PI500;45030    # 01;G.ARAN-MA500;771;0;0.00149;0.02232;2.41520;2347.0;3356.0;2347.0;1/ 1;0.0;-85.0;1/ 1;0.0;-85.0;Closed;Closed;YES;0.00446;0.06697;TL;B.ESPE-PI500 - G.ARAN-M 
5511;B.ESPE-PI230;44095    # 01;U.BESP-PI230;772;0;0.00060;0.00300;0.00500;239.0;284.0;239.0;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;0.00180;0.00900;TL;B.ESPE-PI230 - U.BESP-P 
5519;ALG----RN034;5459    # 01;ALEGRIEOL092;742;0;0.00471;0.03437;0.09444;9999.0;9999.0;9999.0;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;0.01413;0.10311;TL;ALG----RN034 - ALEGRIEO 
5525;C.NETO-MA230;5685    # 01;CPDNH2-MA230;862;0;0.00948;0.06631;0.13490;331.0;410.0;331.0;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;0.02844;0.19893;TL;C.NETO-MA230 - CPDNH2-M 
5526;C.NETO-MA069;8458    # 01;CNOCHA-MA069;864;0;0.03743;0.09002;0.00161;47.0;59.0;47.0;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Opened;Opened;YES;0.11230;0.27006;TL;C.NETO-MA069 - CNOCHA-M 
5526;C.NETO-MA069;8462    # 01;PALEST-MA069;864;0;0.31000;0.71780;0.01202;47.0;59.0;47.0;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;0.93000;2.15340;TL;C.NETO-MA069 - PALEST-M 
5527;MASSAP-CE230;5449    # 01;PFORMO-CE230;762;0;0.02050;0.10570;0.19138;304.0;304.0;625.0;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;0.06150;0.31710;TL;MASSAP-CE230 - PFORMO-C 
5527;MASSAP-CE230;5537    # 02;ICAZIN-CE230;762;0;0.01580;0.08180;0.14810;304.0;304.0;26.0;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;0.04740;0.24540;TL;MASSAP-CE230 - ICAZIN-C 
5530;CHAP1B-PI034;5600    # 01;CHAP1BEOL045;772;0;0.01440;0.12225;0.00252;9999.0;9999.0;600.0;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;0.04320;0.36675;TL;CHAP1B-PI034 - CHAP1BEO 
5537;ICAZIN-CE230;6616    # 01;PCHEIR-CE230;762;0;0.00138;0.00820;0.01621;9999.0;9999.0;9999.0;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;0.00415;0.02459;TL;ICAZIN-CE230 - PCHEIR-C 
5540;MIRAND-MA500;5550    # 03;SLUIS2-MA500;861;0;0.00072;0.01133;1.72900;2716.0;3395.0;2598.0;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;0.00216;0.03399;TL;MIRAND-MA500 - SLUIS2-M 
5540;MIRAND-MA500;5645    # 01;SA.LOP-MA500;861;0;0.00150;0.01842;1.81890;2030.0;2557.0;2030.0;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;0.00450;0.05526;TL;MIRAND-MA500 - SA.LOP-M 
5540;MIRAND-MA500;5684    # 01;BACAB--MA500;861;0;0.00077;0.00890;1.03660;2030.0;2557.0;2030.0;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;0.00231;0.02670;TL;MIRAND-MA500 - BACAB--M 
5540;MIRAND-MA500;5684    # 02;BACAB--MA500;861;0;0.00050;0.00733;1.06110;2598.0;2598.0;2598.0;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;0.00150;0.02199;TL;MIRAND-MA500 - BACAB--M 
5541;MIRAND-MA230;5531    # 01;PERITO-MA230;862;0;0.01881;0.09015;0.16584;233.0;287.0;50.0;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;0.05643;0.27045;TL;MIRAND-MA230 - PERITO-M 
5541;MIRAND-MA230;5685    # 01;CPDNH2-MA230;862;0;0.01642;0.11529;0.23550;331.0;410.0;331.0;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;0.04926;0.34587;TL;MIRAND-MA230 - CPDNH2-M 
5541;MIRAND-MA230;6001    # 01;ENCRUZ-MA230;862;0;0.03267;0.19670;0.40200;255.0;338.0;255.0;0/ 0;0.0;0.0;1/ 1;0.0;-5.0;Closed;Closed;YES;0.09801;0.59010;TL;MIRAND-MA230 - ENCRUZ-M 
5550;SLUIS2-MA500;5688    # 01;SLUIS4-MA500;861;0;0.00003;0.00060;0.07368;2716.0;3395.0;2716.0;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;0.00009;0.00180;TL;SLUIS2-MA500 - SLUIS4-M 
5550;SLUIS2-MA500;5688    # 02;SLUIS4-MA500;861;0;0.00003;0.00060;0.07368;2716.0;3395.0;2716.0;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;0.00009;0.00180;TL;SLUIS2-MA500 - SLUIS4-M 
5551;SLUIS2-MA230;5541    # 01;MIRAND-MA230;862;0;0.02077;0.09959;0.18334;233.0;239.0;776.0;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;0.06231;0.29877;TL;SLUIS2-MA230 - MIRAND-M 
5551;SLUIS2-MA230;5561    # 01;SLUIS1-MA230;862;0;0.00210;0.01262;0.05220;428.0;479.0;300.0;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;0.00630;0.03786;TL;SLUIS2-MA230 - SLUIS1-M 
5551;SLUIS2-MA230;5561    # 02;SLUIS1-MA230;862;0;0.00210;0.01262;0.05220;428.0;479.0;329.0;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;0.00630;0.03786;TL;SLUIS2-MA230 - SLUIS1-M 
5551;SLUIS2-MA230;5689    # 01;SLUIS4-MA230;862;0;0.00039;0.00325;0.01267;425.0;425.0;999.0;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;0.00117;0.00975;TL;SLUIS2-MA230 - SLUIS4-M 
5551;SLUIS2-MA230;5691    # 01;SLUIS3-MA230;862;0;0.00304;0.02138;0.10000;440.0;611.0;329.0;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;0.00912;0.06414;TL;SLUIS2-MA230 - SLUIS3-M 
5551;SLUIS2-MA230;5691    # 02;SLUIS3-MA230;862;0;0.00263;0.02255;0.08568;440.0;611.0;611.0;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;0.00789;0.06765;TL;SLUIS2-MA230 - SLUIS3-M 
5551;SLUIS2-MA230;8038    # 01;LD.MA--MA230;866;0;0.00001;0.00001;0.00000;9999.0;9999.0;9999.0;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;0.00001;0.00001;SWITCH;SLUIS2-MA230 - LD.MA--M 
5551;SLUIS2-MA230;8039    # 01;LD.VP--MA230;862;0;0.00001;0.00001;0.00000;9999.0;9999.0;9999.0;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;0.00001;0.00001;SWITCH;SLUIS2-MA230 - LD.VP--M 
5551;SLUIS2-MA230;8266    # 01;LD.PE--MA230;862;0;0.00001;0.00001;0.00000;9999.0;9999.0;9999.0;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;0.00001;0.00001;SWITCH;SLUIS2-MA230 - LD.PE--M 
5556;GERANO-MA230;5541    # 01;MIRAND-MA230;862;0;0.00020;0.00210;0.06193;9999.0;9999.0;67.0;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;0.00060;0.00630;TL;GERANO-MA230 - MIRAND-M 
5570;S.J.PI-PI500;5510    # 01;B.ESPE-PI500;771;0;0.00220;0.02970;3.01540;1732.0;2165.0;1500.0;1/ 1;0.0;-100.0;1/ 1;0.0;-100.0;Closed;Closed;YES;0.00660;0.08910;TL;S.J.PI-PI500 - B.ESPE-P 
5570;S.J.PI-PI500;6640    # 01;CURRAL-PI500;771;0;0.00134;0.01920;2.79900;1992.0;1992.0;1992.0;1/ 1;0.0;-180.0;0/ 0;0.0;0.0;Closed;Closed;YES;0.00402;0.05760;TL;S.J.PI-PI500 - CURRAL-P 
5570;S.J.PI-PI500;6743    # 01;NOLIND-PI500;771;0;0.00043;0.00509;0.52387;2148.0;2685.0;2148.0;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;0.00128;0.01528;TL;S.J.PI-PI500 - NOLIND-P 
5570;S.J.PI-PI500;8167    # 01;FV_SJP-PI500;771;0;0.00015;0.00212;0.19628;425.0;604.0;425.0;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;0.00044;0.00635;TL;S.J.PI-PI500 - FV_SJP-P 
5570;S.J.PI-PI500;8198    # 02;LDVENT-PI500;771;0;0.00092;0.01285;1.18030;1662.0;2095.0;1662.0;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;0.00276;0.03855;TL;S.J.PI-PI500 - LDVENT-P 
5570;S.J.PI-PI500;43952    # 05;SJ-SB1-PI500;771;0;0.00001;0.00001;0.00000;1732.0;2165.0;1732.0;1/ 1;0.0;-100.0;0/ 0;0.0;0.0;Closed;Closed;YES;0.00001;0.00001;SWITCH;S.J.PI-PI500 - SJ-SB1-P 
5570;S.J.PI-PI500;45019    # 01;SJ.PI2-PI500;771;0;0.00025;0.00394;0.56275;1992.0;1992.0;1992.0;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;0.00074;0.01180;TL;S.J.PI-PI500 - SJ.PI2-P 
5570;S.J.PI-PI500;45019    # 02;SJ.PI2-PI500;771;0;0.00028;0.00392;0.53748;1992.0;2511.0;1992.0;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;0.00085;0.01175;TL;S.J.PI-PI500 - SJ.PI2-P 
5571;S.J.PI-PI230;5037    # 03;LBARRO-PI230;772;0;0.00600;0.05700;0.22340;421.0;560.0;421.0;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;0.01800;0.17100;TL;S.J.PI-PI230 - LBARRO-P 
5571;S.J.PI-PI230;5671    # 01;PICOS--PI230;772;0;0.03050;0.16240;0.28240;199.0;251.0;60.0;0/ 0;0.0;0.0;1/ 1;0.0;-15.0;Closed;Closed;YES;0.09150;0.48720;TL;S.J.PI-PI230 - PICOS--P 
5571;S.J.PI-PI230;5681    # 02;E.MART-PI230;772;0;0.03140;0.16730;0.29380;199.0;199.0;199.0;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;0.09420;0.50190;TL;S.J.PI-PI230 - E.MART-P 
5571;S.J.PI-PI230;8409    # 01;GRAVIO-PI230;772;0;0.00000;0.00001;0.00000;9999.0;9999.0;9999.0;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;0.00000;0.00001;SWITCH;S.J.PI-PI230 - GRAVIO-P 
5572;SJ-SB1CAP500;6300    # 05;SOBRAD-BA500;771;0;0.00200;0.02680;2.71940;1732.0;2165.0;1732.0;0/ 0;0.0;0.0;1/ 1;0.0;-200.0;Closed;Closed;YES;0.00600;0.08040;TL;SJ-SB1CAP500 - SOBRAD-B 
5577;SJ-SB2CAP500;6300    # 02;SOBRAD-BA500;771;0;0.00153;0.02272;3.27620;1992.0;1992.0;1992.0;1/ 1;0.0;-100.0;2/ 3;0.0;-200.0;Closed;Closed;YES;0.00459;0.06816;TL;SJ-SB2CAP500 - SOBRAD-B 
5580;P.DUTR-MA500;5540    # 02;MIRAND-MA500;861;0;0.00138;0.02070;3.02500;2598.0;2598.0;103.0;1/ 1;0.0;-134.0;0/ 0;0.0;0.0;Closed;Closed;YES;0.00414;0.06210;TL;P.DUTR-MA500 - MIRAND-M 
5580;P.DUTR-MA500;5645    # 01;SA.LOP-MA500;861;0;0.00055;0.00684;0.67160;2030.0;2557.0;2030.0;1/ 1;0.0;-134.0;0/ 0;0.0;0.0;Closed;Closed;YES;0.00164;0.02053;TL;P.DUTR-MA500 - SA.LOP-M 
5580;P.DUTR-MA500;43955    # 01;PD-IZ1-MA500;861;0;0.00001;0.00001;0.00000;1689.0;1689.0;30.0;1/ 1;0.0;-150.0;0/ 0;0.0;0.0;Closed;Closed;YES;0.00001;0.00001;SWITCH;P.DUTR-MA500 - PD-IZ1-M 
5580;P.DUTR-MA500;43957    # 02;PD-IZ2-MA500;861;0;0.00001;0.00001;0.00000;1992.0;2598.0;1992.0;1/ 1;0.0;-136.0;0/ 0;0.0;0.0;Closed;Closed;YES;0.00001;0.00001;SWITCH;P.DUTR-MA500 - PD-IZ2-M 
5580;P.DUTR-MA500;45030    # 01;G.ARAN-MA500;861;0;0.00014;0.00231;0.33883;2123.0;2676.0;2123.0;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;0.00042;0.00693;TL;P.DUTR-MA500 - G.ARAN-M 
5580;P.DUTR-MA500;45030    # 02;G.ARAN-MA500;861;0;0.00014;0.00231;0.33883;2123.0;2676.0;2123.0;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;0.00042;0.00693;TL;P.DUTR-MA500 - G.ARAN-M 
5580;P.DUTR-MA500;45030    # 03;G.ARAN-MA500;861;0;0.00016;0.00242;0.34990;3200.0;4350.0;3200.0;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;0.00048;0.00726;TL;P.DUTR-MA500 - G.ARAN-M 
5581;P.DUTR-MA230;5531    # 01;PERITO-MA230;862;0;0.01682;0.09938;0.18630;266.0;335.0;672.0;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;0.05046;0.29814;TL;P.DUTR-MA230 - PERITO-M 
5590;IMPERA-MA500;5594    # 01;ESTREI-MA500;861;0;0.00090;0.01483;1.88350;1992.0;2425.0;1992.0;1/ 1;0.0;-47.0;1/ 1;0.0;-47.0;Closed;Closed;YES;0.00270;0.04449;TL;IMPERA-MA500 - ESTREI-M 
5590;IMPERA-MA500;6400    # 01;MARABA-PA500;861;0;0.00191;0.02355;2.33810;1992.0;1992.0;400.0;1/ 1;0.0;-150.0;1/ 1;0.0;-136.0;Closed;Closed;YES;0.00573;0.07065;TL;IMPERA-MA500 - MARABA-P 
5590;IMPERA-MA500;6400    # 02;MARABA-PA500;841;0;0.00131;0.01927;2.82320;2598.0;2598.0;100.0;1/ 1;0.0;-100.0;1/ 1;0.0;-136.0;Closed;Closed;YES;0.00393;0.05781;TL;IMPERA-MA500 - MARABA-P 
5590;IMPERA-MA500;43954    # 01;IZ-PD1-MA500;861;0;0.00001;0.00001;0.00000;1689.0;1689.0;1921.0;1/ 1;0.0;-149.0;0/ 0;0.0;0.0;Closed;Closed;YES;0.00001;0.00001;SWITCH;IMPERA-MA500 - IZ-PD1-M 
5590;IMPERA-MA500;43956    # 02;IZ-PD2-MA500;861;0;0.00001;0.00001;0.00000;1992.0;2598.0;1992.0;1/ 1;0.0;-131.0;0/ 0;0.0;0.0;Closed;Closed;YES;0.00001;0.00001;SWITCH;IMPERA-MA500 - IZ-PD2-M 
5591;IMPERA-MA230;5601    # 01;P.FRAN-MA230;863;0;0.01940;0.10880;0.18760;233.0;294.0;30.0;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;0.05820;0.32640;TL;IMPERA-MA230 - P.FRAN-M 
5591;IMPERA-MA230;5601    # 02;P.FRAN-MA230;863;0;0.02137;0.10626;0.19945;247.0;309.0;247.0;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;0.06410;0.31878;TL;IMPERA-MA230 - P.FRAN-M 
5591;IMPERA-MA230;5696    # 01;SUZANO-MA230;863;0;0.00085;0.00650;0.02490;150.0;150.0;150.0;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;0.00255;0.01951;TL;IMPERA-MA230 - SUZANO-M 
5591;IMPERA-MA230;8298    # 01;IZ.GUS-MA230;863;0;0.00001;0.00001;0.00000;9999.0;9999.0;9999.0;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;0.00001;0.00001;SWITCH;IMPERA-MA230 - IZ.GUS-M 
5593;IMPERA-MA069;8040    # 01;IZ.MA--MA069;865;0;0.00000;0.00001;0.00000;9999.0;9999.0;9999.0;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;0.00000;0.00001;SWITCH;IMPERA-MA069 - IZ.MA--M 
5593;IMPERA-MA069;8041    # 01;IZ.TO--MA069;865;0;0.00000;0.00001;0.00000;9999.0;9999.0;9999.0;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;0.00000;0.00001;SWITCH;IMPERA-MA069 - IZ.TO--M 
5602;P.FRAN-MA138;7239    # 01;TOCANT-TO138;865;0;0.00790;0.02240;0.00590;124.0;154.0;154.0;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;0.02370;0.06720;TL;P.FRAN-MA138 - TOCANT-T 
5602;P.FRAN-MA138;8042    # 01;PF.MA--MA138;865;0;0.00000;0.00001;0.00000;9999.0;9999.0;9999.0;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;0.00000;0.00001;SWITCH;P.FRAN-MA138 - PF.MA--M 
5602;P.FRAN-MA138;8043    # 01;PF.TO--MA138;865;0;0.00000;0.00001;0.00000;9999.0;9999.0;9999.0;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;0.00000;0.00001;SWITCH;P.FRAN-MA138 - PF.TO--M 
5611;TAUA2--CE230;8319    # 04;CRATO2-CE230;762;0;0.03709;0.19343;0.34777;291.0;291.0;291.0;1/ 1;0.0;-15.0;0/ 0;0.0;0.0;Closed;Closed;YES;0.11127;0.58029;TL;TAUA2--CE230 - CRATO2-C 
5620;CHAP3B-PI034;5622    # 01;CHAP3BEOL065;772;0;0.01015;0.07218;0.00294;9999.0;9999.0;126.0;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;0.03045;0.21654;TL;CHAP3B-PI034 - CHAP3BEO 
5621;COREMA-PB230;5958    # 01;RIOALT-PB230;742;0;0.00147;0.00700;0.01287;210.0;210.0;210.0;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;0.00440;0.02100;TL;COREMA-PB230 - RIOALT-P 
5621;COREMA-PB230;7992    # 01;TBMEIO-PB230;742;0;0.02050;0.01455;0.00725;9999.0;9999.0;9999.0;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;0.06150;0.04365;TL;COREMA-PB230 - TBMEIO-P 
5631;ICO----CE230;5421    # 02;BANABU-CE230;762;0;0.02040;0.08700;0.30340;323.0;323.0;323.0;0/ 0;0.0;0.0;1/ 1;0.0;-10.0;Closed;Closed;YES;0.06120;0.26100;TL;ICO----CE230 - BANABU-C 
5631;ICO----CE230;5421    # 03;BANABU-CE230;762;0;0.02030;0.08354;0.31148;323.0;323.0;323.0;0/ 0;0.0;0.0;1/ 1;0.0;-10.0;Closed;Closed;YES;0.06090;0.25063;TL;ICO----CE230 - BANABU-C 
5631;ICO----CE230;8392    # 03;MLGICO-CE230;762;0;0.01614;0.06631;0.24664;323.0;323.0;323.0;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;0.04842;0.19892;TL;ICO----CE230 - MLGICO-C 
5632;EDWIGE-PI034;6019    # 01;EDWIGEEOL044;772;0;0.02136;0.21229;0.04762;9999.0;9999.0;48.0;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;0.06408;0.63687;TL;EDWIGE-PI034 - EDWIGEEO 
5633;ICO----CE069;8044    # 01;ICO.RN-CE069;763;0;0.00000;0.00001;0.00000;9999.0;9999.0;9999.0;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;0.00000;0.00001;SWITCH;ICO----CE069 - ICO.RN-C 
5633;ICO----CE069;8045    # 01;ICO.CE-CE069;763;0;0.00000;0.00001;0.00000;9999.0;9999.0;9999.0;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;0.00000;0.00001;SWITCH;ICO----CE069 - ICO.CE-C 
5645;SA.LOP-MA500;5649    # 01;PARNAI-MA500;861;0;0.00000;0.00001;0.00000;9999.0;9999.0;9999.0;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;0.00000;0.00001;SWITCH;SA.LOP-MA500 - PARNAI-M 
5645;SA.LOP-MA500;5649    # 02;PARNAI-MA500;861;0;0.00000;0.00001;0.00000;9999.0;9999.0;9999.0;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;0.00000;0.00001;SWITCH;SA.LOP-MA500 - PARNAI-M 
5651;CAUIPE-CE230;5081    # 04;MARACN-CE230;762;0;0.00382;0.02651;0.09818;477.0;600.0;477.0;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;0.01146;0.07953;TL;CAUIPE-CE230 - MARACN-C 
5651;CAUIPE-CE230;8165    # 01;LAVRAS-CE230;762;0;0.00248;0.01212;0.00154;9999.0;9999.0;9999.0;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;0.00744;0.03635;TL;CAUIPE-CE230 - LAVRAS-C 
5652;UTE_FOUTE000;5651    # 01;CAUIPE-CE230;762;0;0.00014;0.00157;0.00342;438.0;438.0;80.0;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;0.00042;0.00471;TL;UTE_FOUTE000 - CAUIPE-C 
5652;UTE_FOUTE000;5651    # 02;CAUIPE-CE230;762;0;0.00014;0.00157;0.00342;438.0;438.0;438.0;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;0.00042;0.00471;TL;UTE_FOUTE000 - CAUIPE-C 
5670;VERONI-PI034;5672    # 01;VERONIEOL033;772;0;0.01129;0.07466;0.05403;9999.0;9999.0;5.0;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;0.03387;0.22398;TL;VERONI-PI034 - VERONIEO 
5670;VERONI-PI034;45372    # 01;CG2B2-UFV019;772;0;0.05920;0.10582;0.00556;9999.0;9999.0;9999.0;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;0.17760;0.31746;TL;VERONI-PI034 - CG2B2-UF 
5671;PICOS--PI230;5611    # 03;TAUA2--CE230;772;0;0.03230;0.17310;0.32140;250.0;298.0;250.0;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;0.09690;0.51930;TL;PICOS--PI230 - TAUA2--C 
5671;PICOS--PI230;6631    # 01;CHAPA2-PI230;772;0;0.01738;0.08307;0.14545;315.0;409.0;315.0;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;0.05214;0.24921;TL;PICOS--PI230 - CHAPA2-P 
5678;B.ESPE-PI069;8356    # 01;BEA.PI-PI069;773;0;0.00000;0.00001;0.00000;9999.0;9999.0;9999.0;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;0.00000;0.00001;SWITCH;B.ESPE-PI069 - BEA.PI-P 
5678;B.ESPE-PI069;8357    # 01;BEA.MA-PI069;773;0;0.00000;0.00001;0.00000;9999.0;9999.0;9999.0;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;0.00000;0.00001;SWITCH;B.ESPE-PI069 - BEA.MA-P 
5679;PNBIII-PI500;5176    # 01;TIANGD-CE500;761;0;0.00076;0.01181;1.70410;2598.0;3260.0;3260.0;0/ 0;0.0;0.0;1/ 1;0.0;-100.0;Closed;Closed;YES;0.00228;0.03542;TL;PNBIII-PI500 - TIANGD-C 
5679;PNBIII-PI500;5684    # 01;BACAB--MA500;771;0;0.00206;0.03193;4.57920;2598.0;3204.0;2598.0;1/ 1;0.0;-165.0;1/ 1;0.0;-165.0;Closed;Closed;YES;0.00618;0.09579;TL;PNBIII-PI500 - BACAB--M 
5679;PNBIII-PI500;5684    # 02;BACAB--MA500;771;0;0.00203;0.03148;4.51540;2598.0;3204.0;2598.0;1/ 1;0.0;-165.0;1/ 1;0.0;-165.0;Closed;Closed;YES;0.00609;0.09444;TL;PNBIII-PI500 - BACAB--M 
5679;PNBIII-PI500;44671    # 01;RSFRAN-PI500;771;0;0.00066;0.01027;1.47360;2598.0;3204.0;2598.0;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;0.00198;0.03081;TL;PNBIII-PI500 - RSFRAN-P 
5684;BACAB--MA500;5550    # 01;SLUIS2-MA500;861;0;0.00042;0.00519;0.50850;2030.0;2557.0;2030.0;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;0.00126;0.01557;TL;BACAB--MA500 - SLUIS2-M 
5684;BACAB--MA500;5550    # 02;SLUIS2-MA500;861;0;0.00029;0.00425;0.61450;2598.0;2598.0;2598.0;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;0.00087;0.01275;TL;BACAB--MA500 - SLUIS2-M 
5687;CPDNH2-MA069;8459    # 01;CHAUBS-MA069;864;0;0.02393;0.08618;0.00206;74.0;93.0;74.0;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;0.07179;0.25854;TL;CPDNH2-MA069 - CHAUBS-M 
5687;CPDNH2-MA069;8461    # 01;CHAPDI-MA069;864;0;0.02303;0.08293;0.00198;74.0;93.0;74.0;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;0.06909;0.24879;TL;CPDNH2-MA069 - CHAPDI-M 
5687;CPDNH2-MA069;8461    # 02;CHAPDI-MA069;864;0;0.02303;0.08293;0.00198;74.0;93.0;74.0;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;0.06909;0.24879;TL;CPDNH2-MA069 - CHAPDI-M 
5689;SLUIS4-MA230;5610    # 01;P.ITAQUTE000;862;0;0.00086;0.00715;0.02788;425.0;425.0;999.0;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;0.00258;0.02145;TL;SLUIS4-MA230 - P.ITAQUT 
5695;PNEVES-MA500;5540    # 01;MIRAND-MA500;861;0;0.00180;0.02960;3.20000;9999.0;9999.0;9999.0;1/ 1;0.0;-150.0;1/ 1;0.0;-150.0;Closed;Closed;YES;0.00540;0.08880;TL;PNEVES-MA500 - MIRAND-M 
