sep=;
From#;From Name;To# - Circ#;To Name;Area;Owner;Type;Resistance (pu);Reactance (pu);Normal Rat.(MVA);Overl. Rat.(MVA);Emerg. Rat.(MVA);Tap (pu);Phase Shift (deg);CBus;CBus Name;Tap or Phs Min;Tap or Phs Max;V or Flow Max;V or Flow Min;ShtF On;GSht From (MW);BSht From (Mvar);ShtT On;GSht To (MW);BSht To (Mvar);Brk From;Brk To;Monitored;Connection;R0;X0;Name
4833;TANGAR-MT138;4836   #01;TANGA1-MT013;477;0;OLTC(ON);0.02050;0.50700;30.0;30.0;30.0;1.01100;0.00;4836;TANGA1-MT013;0.850 pu;1.050 pu;1.019 pu;1.019 pu;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;YnD;0.02050;0.50700;TANGAR-MT138 - TANGA1-M 
4833;TANGAR-MT138;4837   #02;TANGA3-MT013;477;0;OLTC(ON);0.02190;0.47900;30.0;30.0;30.0;1.05800;0.00;4837;TANGA3-MT013;0.900 pu;1.100 pu;0.938 pu;0.938 pu;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;YnD;0.02190;0.47900;TANGAR-MT138 - TANGA3-M 
4834;SACR2-PCH013;4835   #01;SACRE2-MT138;477;0;Trafo;0.00000;0.22500;30.0;33.0;100.0;1.00000;0.00;;;1.000 pu;1.000 pu;0.000 pu;0.000 pu;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;DYn;0.00000;0.22500;SACR2-PCH013 - SACRE2-M 
4841;JUBA1--MT138;4846   #01;JUBA--UHE002;477;0;Trafo;0.00000;0.40000;100.0;100.0;100.0;1.00000;0.00;;;1.000 pu;1.000 pu;0.000 pu;0.000 pu;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;YnD;0.00000;0.40000;JUBA1--MT138 - JUBA--UH 
4843;ITANOR-MT138;4782   #01;ITANOR-MT069;477;0;Trafo;0.03210;0.62480;20.0;20.0;20.0;1.00000;0.00;;;1.000 pu;1.000 pu;0.000 pu;0.000 pu;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;YnYn;0.03210;0.62480;ITANOR-MT138 - ITANOR-M 
4853;Q.MARC-MT138;4855   #01;QMARC1-MT034;477;0;OLTC(ON);0.02220;0.49650;25.0;25.0;25.0;1.02300;0.00;4855;QMARC1-MT034;0.900 pu;1.100 pu;1.000 pu;1.000 pu;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;YnD;0.02220;0.49650;Q.MARC-MT138 - QMARC1-M 
4854;ITANO3-MT034;4856   #01;RECANTPCH138;477;0;Trafo;0.01764;0.43402;25.0;25.0;25.0;1.00000;0.00;;;1.000 pu;1.000 pu;0.000 pu;0.000 pu;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;YnD;0.01764;0.43402;ITANO3-MT034 - RECANTPC 
4857;QMARC2-MT034;3551   #01;CARAM-PCH034;477;0;Trafo;0.11468;2.56590;4.0;4.0;4.0;1.00000;0.00;;;1.000 pu;1.000 pu;0.000 pu;0.000 pu;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;DYn;0.11468;2.56590;QMARC2-MT034 - CARAM-PC 
4857;QMARC2-MT034;4853   #01;Q.MARC-MT138;477;0;OLTC(ON);0.02130;0.49300;30.0;30.0;30.0;0.94610;0.00;4857;QMARC2-MT034;0.900 pu;1.100 pu;0.969 pu;0.969 pu;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;DYn;0.02130;0.49300;QMARC2-MT034 - Q.MARC-M 
4861;JAURU1-MT013;4860   #01;JAURU1-MT000;472;0;Trafo;0.00000;0.20400;30.0;30.0;30.0;1.00000;0.00;;;1.000 pu;1.000 pu;0.000 pu;0.000 pu;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;DYn;0.00000;0.20400;JAURU1-MT013 - JAURU1-M 
4862;JAURU--MT230;4860   #01;JAURU1-MT000;472;0;Trafo;0.00000;0.03000;300.0;300.0;300.0;1.00000;0.00;;;1.000 pu;1.000 pu;0.000 pu;0.000 pu;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;YnYn;0.00000;0.03000;JAURU--MT230 - JAURU1-M 
4862;JAURU--MT230;4864   #02;JAURU2-MT000;472;0;Trafo;0.00110;0.03190;300.0;300.0;360.0;1.00000;0.00;;;1.000 pu;1.000 pu;0.000 pu;0.000 pu;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;YnYn;0.00110;0.03190;JAURU--MT230 - JAURU2-M 
4862;JAURU--MT230;4940   #01;JAURA1-MT000;472;0;Trafo;0.00000;-0.00290;751.0;901.0;1051.0;1.00000;0.00;;;1.000 pu;1.000 pu;0.000 pu;0.000 pu;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;YnYn;0.00000;-0.00290;JAURU--MT230 - JAURA1-M 
4862;JAURU--MT230;4942   #02;JAURA2-MT000;472;0;Trafo;0.00000;-0.00362;751.0;901.0;1051.0;1.00000;0.00;;;1.000 pu;1.000 pu;0.000 pu;0.000 pu;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;YnYn;0.00000;-0.00362;JAURU--MT230 - JAURA2-M 
4863;ARAPU1-MT138;4865   #01;ARAPUT-MT013;477;0;OLTC(ON);0.06200;0.55310;18.7;18.7;18.7;0.96970;0.00;4865;ARAPUT-MT013;0.790 pu;1.110 pu;1.049 pu;1.049 pu;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;YnD;0.06200;0.55310;ARAPU1-MT138 - ARAPUT-M 
4866;JAURU2-MT013;4864   #02;JAURU2-MT000;472;0;Trafo;0.00690;0.20420;15.0;15.0;15.0;1.00000;0.00;;;1.000 pu;1.000 pu;0.000 pu;0.000 pu;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;DYn;0.00690;0.20420;JAURU2-MT013 - JAURU2-M 
4868;BRASNO-MT230;3528   #01;BRASNO-MT000;472;0;Trafo;0.00290;0.10890;100.0;100.0;100.0;1.00000;0.00;;;1.000 pu;1.000 pu;0.000 pu;0.000 pu;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;YnYn;0.00290;0.10890;BRASNO-MT230 - BRASNO-M 
4869;JUBA---MT230;3530   #01;JUBAT1-MT000;472;0;Trafo;0.00030;0.07500;150.0;150.0;150.0;1.00000;0.00;;;1.000 pu;1.000 pu;0.000 pu;0.000 pu;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;YnYn;0.00030;0.07500;JUBA---MT230 - JUBAT1-M 
4869;JUBA---MT230;3532   #02;JUBAT2-MT000;472;0;Trafo;0.00030;0.07500;150.0;150.0;150.0;1.00000;0.00;;;1.000 pu;1.000 pu;0.000 pu;0.000 pu;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;YnYn;0.00030;0.07500;JUBA---MT230 - JUBAT2-M 
4870;JUBA---MT138;3530   #01;JUBAT1-MT000;477;0;OLTC(ON);0.00080;-0.01360;150.0;150.0;150.0;0.95920;0.00;4870;JUBA---MT138;0.900 pu;1.100 pu;1.004 pu;1.004 pu;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;YnYn;0.00080;-0.01360;JUBA---MT138 - JUBAT1-M 
4870;JUBA---MT138;3532   #02;JUBAT2-MT000;477;0;OLTC(ON);0.00080;-0.01360;150.0;150.0;150.0;0.95920;0.00;4870;JUBA---MT138;0.900 pu;1.100 pu;1.004 pu;1.004 pu;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;YnYn;0.00080;-0.01360;JUBA---MT138 - JUBAT2-M 
4871;BRASRB-MT138;3528   #01;BRASNO-MT000;477;0;OLTC(ON);0.00030;-0.01920;100.0;100.0;100.0;0.96190;0.00;4871;BRASRB-MT138;0.900 pu;1.100 pu;1.020 pu;1.020 pu;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;YnYn;0.00030;-0.01920;BRASRB-MT138 - BRASNO-M 
4873;P.LACE-MT138;4876   #01;PLACERPCH013;477;0;OLTC(ON);0.00000;0.48250;25.0;25.0;25.0;0.97980;0.00;4876;PLACERPCH013;0.850 pu;1.050 pu;0.996 pu;0.996 pu;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;YnD;0.00000;0.48250;P.LACE-MT138 - PLACERPC 
4873;P.LACE-MT138;4876   #02;PLACERPCH013;477;0;OLTC(ON);0.02290;0.51270;30.0;30.0;30.0;0.97980;0.00;4876;PLACERPCH013;0.900 pu;1.100 pu;0.996 pu;0.996 pu;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;YnD;0.02290;0.51270;P.LACE-MT138 - PLACERPC 
4873;P.LACE-MT138;4885   #01;P.LACE-MT034;477;0;OLTC(ON);0.02230;0.49850;30.0;30.0;30.0;0.97390;0.00;4885;P.LACE-MT034;0.900 pu;1.100 pu;0.991 pu;0.991 pu;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;YnD;0.02230;0.49850;P.LACE-MT138 - P.LACE-M 
4874;PARECI-MT138;4952   #01;PAREC1-MT000;479;0;OLTC(ON);-0.00010;-0.00380;100.0;100.0;100.0;0.95630;0.00;4874;PARECI-MT138;0.900 pu;1.100 pu;0.999 pu;0.999 pu;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;YnYn;-0.00010;-0.00380;PARECI-MT138 - PAREC1-M 
4874;PARECI-MT138;4957   #02;PAREC2-MT000;479;0;OLTC(ON);-0.00010;-0.00380;100.0;100.0;100.0;0.95630;0.00;4874;PARECI-MT138;0.900 pu;1.100 pu;0.999 pu;0.999 pu;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;YnYn;-0.00010;-0.00380;PARECI-MT138 - PAREC2-M 
4874;PARECI-MT138;4960   #03;PAREC3-MT000;479;0;OLTC(ON);-0.00010;-0.00380;100.0;100.0;100.0;0.95630;0.00;4874;PARECI-MT138;0.900 pu;1.100 pu;0.999 pu;0.999 pu;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;YnYn;-0.00010;-0.00380;PARECI-MT138 - PAREC3-M 
4880;SAPEZ--MT034;3544   #01;AGUAQ-PCH034;477;0;Trafo;0.12034;1.45330;5.0;5.0;5.0;1.00000;0.00;;;1.000 pu;1.000 pu;0.000 pu;0.000 pu;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;DYn;0.12034;1.45330;SAPEZ--MT034 - AGUAQ-PC 
4880;SAPEZ--MT034;4789   #01;SAPEZ-PCH034;477;0;Trafo;0.84800;4.86600;1.0;1.0;1.0;1.00000;0.00;;;1.000 pu;1.000 pu;0.000 pu;0.000 pu;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;DYn;0.84800;4.86600;SAPEZ--MT034 - SAPEZ-PC 
4880;SAPEZ--MT034;4881   #01;SLUCI-PCH013;477;0;Trafo;0.00000;0.48750;20.0;25.0;717.0;1.00000;0.00;;;1.000 pu;1.000 pu;0.000 pu;0.000 pu;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;YnD;0.00000;0.48750;SAPEZ--MT034 - SLUCI-PC 
4883;CACERE-MT138;4886   #01;CACER1-MT013;477;0;OLTC(ON);0.01600;0.49160;25.0;25.0;25.0;1.08000;0.00;4886;CACER1-MT013;0.900 pu;1.100 pu;0.998 pu;0.998 pu;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;YnD;0.01600;0.49160;CACERE-MT138 - CACER1-M 
4883;CACERE-MT138;4886   #02;CACER1-MT013;477;0;OLTC(ON);0.01430;0.37820;45.0;45.0;45.0;1.08000;0.00;4886;CACER1-MT013;0.900 pu;1.100 pu;0.998 pu;0.998 pu;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;YnD;0.01430;0.37820;CACERE-MT138 - CACER1-M 
4883;CACERE-MT138;4887   #02;CACER2-MT034;477;0;OLTC(ON);0.02100;0.49500;30.0;30.0;30.0;1.05500;0.00;4887;CACER2-MT034;0.900 pu;1.100 pu;0.983 pu;0.983 pu;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;YnD;0.02100;0.49500;CACERE-MT138 - CACER2-M 
4890;DARDA1UHE002;4892   #01;DARDAN-MT230;472;0;Trafo;0.00000;0.08488;268.0;320.0;218.0;1.00000;0.00;;;1.000 pu;1.000 pu;0.000 pu;0.000 pu;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;DYn;0.00000;0.08488;DARDA1UHE002 - DARDAN-M 
4891;DARDA2UHE001;4892   #01;DARDAN-MT230;472;0;Trafo;0.00000;0.34109;30.0;36.0;600.0;1.00000;0.00;;;1.000 pu;1.000 pu;0.000 pu;0.000 pu;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;DYn;0.00000;0.34109;DARDA2UHE001 - DARDAN-M 
4892;DARDAN-MT230;4925   #01;DARDAN-MT069;472;0;OLTC(ON);0.00000;0.30000;40.0;50.0;40.0;1.02100;0.00;4925;DARDAN-MT069;0.900 pu;1.100 pu;0.964 pu;0.964 pu;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;YnYn;0.00000;0.30000;DARDAN-MT230 - DARDAN-M 
4892;DARDAN-MT230;4977   #01;DARDAN-MT034;472;0;Trafo;0.00600;0.22780;65.0;70.0;14.0;1.00000;0.00;;;1.000 pu;1.000 pu;0.000 pu;0.000 pu;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;YnYn;0.00600;0.22780;DARDAN-MT230 - DARDAN-M 
4893;POCONE-MT138;4896   #01;POCONE-MT013;477;0;OLTC(ON);0.02050;0.49450;30.0;30.0;30.0;1.06800;0.00;4896;POCONE-MT013;0.900 pu;1.100 pu;0.931 pu;0.931 pu;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;YnD;0.02050;0.49450;POCONE-MT138 - POCONE-M 
4893;POCONE-MT138;4896   #02;POCONE-MT013;477;0;OLTC(ON);0.02290;0.51270;30.0;30.0;30.0;1.06800;0.00;4896;POCONE-MT013;0.900 pu;1.100 pu;0.931 pu;0.931 pu;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;YnD;0.02290;0.51270;POCONE-MT138 - POCONE-M 
4894;JUINA--MT230;3534   #01;JUINA1-MT000;472;0;OLTC(ON);0.00420;0.12500;100.0;100.0;100.0;1.03400;0.00;4895;JUINRB-MT138;0.900 pu;1.100 pu;1.014 pu;1.014 pu;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;YnYn;0.00420;0.12500;JUINA--MT230 - JUINA1-M 
4895;JUINRB-MT138;3534   #01;JUINA1-MT000;477;0;Trafo;-0.00020;-0.00580;100.0;100.0;100.0;1.00000;0.00;;;1.000 pu;1.000 pu;0.000 pu;0.000 pu;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;YnYn;-0.00020;-0.00580;JUINRB-MT138 - JUINA1-M 
4901;SJRCLA-MT013;7538   #01;SJRCLA-MT034;477;0;Trafo;0.04893;1.09480;9.4;9.4;9.4;1.00000;0.00;;;1.000 pu;1.000 pu;0.000 pu;0.000 pu;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;DYn;0.04893;1.09480;SJRCLA-MT013 - SJRCLA-M 
4903;N.MUTU-MT138;7769   #01;NVMUTM-MT069;477;0;OLTC(ON);0.00440;0.18550;60.0;60.0;60.0;0.98160;0.00;4903;N.MUTU-MT138;0.900 pu;1.100 pu;0.986 pu;0.986 pu;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;YnYn;0.00440;0.18550;N.MUTU-MT138 - NVMUTM-M 
4903;N.MUTU-MT138;7781   #01;N.MUT5-MT013;477;0;OLTC(ON);0.02290;0.51270;30.0;30.0;30.0;1.00200;0.00;7781;N.MUT5-MT013;0.900 pu;1.100 pu;0.981 pu;0.981 pu;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;YnYn;0.02290;0.51270;N.MUTU-MT138 - N.MUT5-M 
4903;N.MUTU-MT138;7781   #02;N.MUT5-MT013;477;0;OLTC(ON);0.01430;0.37820;45.0;45.0;45.0;1.00200;0.00;7781;N.MUT5-MT013;0.900 pu;1.100 pu;0.981 pu;0.981 pu;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;YnYn;0.01430;0.37820;N.MUTU-MT138 - N.MUT5-M 
4909;B.ESPE-MT138;4918   #01;B.ESPE-MT034;477;0;OLTC(ON);0.02230;0.49950;25.0;25.0;25.0;0.95510;0.00;4918;B.ESPE-MT034;0.900 pu;1.100 pu;0.958 pu;0.958 pu;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;YnD;0.02230;0.49950;B.ESPE-MT138 - B.ESPE-M 
4910;BURITI-MT034;4907   #01;BURIT-PCH013;477;0;Trafo;0.03740;0.68938;14.0;14.0;14.0;1.00000;0.00;;;1.000 pu;1.000 pu;0.000 pu;0.000 pu;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;YnD;0.03740;0.68938;BURITI-MT034 - BURIT-PC 
4915;CANOAQ-MT069;4917   #01;CANOAQPCH069;474;0;Trafo;0.00000;0.33333;30.0;30.0;30.0;1.00000;0.00;;;1.000 pu;1.000 pu;0.000 pu;0.000 pu;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;YnD;0.00000;0.33333;CANOAQ-MT069 - CANOAQPC 
4920;ARS----MT034;4919   #01;ARS-G-PCH013;477;0;Trafo;0.00000;1.42850;7.0;7.0;7.0;1.00000;0.00;;;1.000 pu;1.000 pu;0.000 pu;0.000 pu;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;YnD;0.00000;1.42850;ARS----MT034 - ARS-G-PC 
4921;LUCCRV-MT138;4575   #02;LUC-RV-MT013;475;0;OLTC(ON);0.02210;0.49350;30.0;30.0;30.0;1.10000;0.00;4575;LUC-RV-MT013;0.900 pu;1.100 pu;0.975 pu;0.975 pu;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;YnD;0.02210;0.49350;LUCCRV-MT138 - LUC-RV-M 
4921;LUCCRV-MT138;4575   #03;LUC-RV-MT013;475;0;OLTC(ON);0.02290;0.51270;30.0;30.0;30.0;1.10000;0.00;4575;LUC-RV-MT013;0.900 pu;1.100 pu;0.975 pu;0.975 pu;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;YnD;0.02290;0.51270;LUCCRV-MT138 - LUC-RV-M 
4921;LUCCRV-MT138;4576   #01;LUC-RV-MT034;475;0;OLTC(ON);0.00000;0.33330;30.0;30.0;30.0;0.99850;0.00;4576;LUC-RV-MT034;0.900 pu;1.100 pu;1.001 pu;1.001 pu;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;YnD;0.00000;0.33330;LUCCRV-MT138 - LUC-RV-M 
4922;DI-SIN-MT138;3550   #01;DISTSI-MT138;473;0;Trafo;0.01432;0.37849;30.0;30.0;30.0;1.00000;0.00;;;1.000 pu;1.000 pu;0.000 pu;0.000 pu;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;DYn;0.01432;0.37849;DI-SIN-MT138 - DISTSI-M 
4926;ARIPUA-MT069;4927   #01;ARUPUA-MT013;476;0;OLTC(ON);0.00000;0.48000;25.0;31.0;25.0;0.98580;0.00;4927;ARUPUA-MT013;0.900 pu;1.100 pu;0.894 pu;0.894 pu;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;YnYn;0.00000;0.48000;ARIPUA-MT069 - ARUPUA-M 
4928;CLAURB-MT138;44466   #02;CLAUDB-MT000;473;0;OLTC(ON);0.00078;-0.00700;200.0;240.0;200.0;0.98820;0.00;4928;CLAURB-MT138;0.900 pu;1.100 pu;1.000 pu;1.000 pu;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;YnYn;0.00078;-0.00700;CLAURB-MT138 - CLAUDB-M 
4932;MINERA-MT138;4878   #01;MINERA-MT034;473;0;OLTC(ON);0.02280;0.50950;25.0;25.0;25.0;0.99220;0.00;4878;MINERA-MT034;0.900 pu;1.100 pu;1.006 pu;1.006 pu;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;YnD;0.02280;0.50950;MINERA-MT138 - MINERA-M 
4933;SINOPI-MT138;4934   #01;SIN.T2-MT069;473;0;OLTC(ON);0.01220;0.20760;25.0;25.0;25.0;0.99240;0.00;4934;SIN.T2-MT069;0.900 pu;1.100 pu;1.006 pu;1.006 pu;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;YnD;0.01220;0.20760;SINOPI-MT138 - SIN.T2-M 
4933;SINOPI-MT138;4935   #02;SIN.T3-MT034;473;0;OLTC(ON);0.01430;0.37820;45.0;45.0;45.0;0.99960;0.00;4935;SIN.T3-MT034;0.900 pu;1.100 pu;0.985 pu;0.985 pu;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;YnD;0.01430;0.37820;SINOPI-MT138 - SIN.T3-M 
4933;SINOPI-MT138;4936   #01;SIN.T1-MT013;473;0;OLTC(ON);0.02190;0.49100;25.0;25.0;25.0;1.00000;0.00;4936;SIN.T1-MT013;0.900 pu;1.100 pu;1.009 pu;1.009 pu;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;YnD;0.02190;0.49100;SINOPI-MT138 - SIN.T1-M 
4933;SINOPI-MT138;4936   #02;SIN.T1-MT013;473;0;OLTC(ON);0.01430;0.37820;45.0;45.0;45.0;1.00000;0.00;4936;SIN.T1-MT013;0.900 pu;1.100 pu;1.009 pu;1.009 pu;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;YnD;0.01430;0.37820;SINOPI-MT138 - SIN.T1-M 
4941;JAURA1-MT013;4940   #01;JAURA1-MT000;471;0;Trafo;0.00000;0.17570;9999.0;9999.0;9999.0;1.00000;0.00;;;1.000 pu;1.000 pu;0.000 pu;0.000 pu;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;DYn;0.00000;0.17570;JAURA1-MT013 - JAURA1-M 
4943;SIN-CT-MT138;4924   #01;SINOP3-MT013;473;0;OLTC(ON);0.02070;0.50270;30.0;30.0;30.0;0.94840;0.00;4924;SINOP3-MT013;0.900 pu;1.000 pu;1.038 pu;1.038 pu;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;YnD;0.02070;0.50270;SIN-CT-MT138 - SINOP3-M 
4943;SIN-CT-MT138;4946   #01;SINOP1-MT013;473;0;OLTC(ON);0.02250;0.50400;30.0;30.0;30.0;0.99930;0.00;4946;SINOP1-MT013;0.900 pu;1.100 pu;0.969 pu;0.969 pu;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;YnD;0.02250;0.50400;SIN-CT-MT138 - SINOP1-M 
4943;SIN-CT-MT138;4947   #02;SINOP2-MT013;473;0;OLTC(ON);0.02250;0.50400;25.0;25.0;25.0;0.95060;0.00;4947;SINOP2-MT013;0.900 pu;1.000 pu;1.041 pu;1.041 pu;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;YnD;0.02250;0.50400;SIN-CT-MT138 - SINOP2-M 
4944;JAURA2-MT013;4942   #02;JAURA2-MT000;471;0;Trafo;0.00000;0.17227;9999.0;9999.0;9999.0;1.00000;0.00;;;1.000 pu;1.000 pu;0.000 pu;0.000 pu;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;DYn;0.00000;0.17227;JAURA2-MT013 - JAURA2-M 
4948;SINOA1-MT013;4945   #01;SINOA1-MT000;471;0;Trafo;0.00000;0.23836;400.0;480.0;480.0;1.00000;0.00;;;1.000 pu;1.000 pu;0.000 pu;0.000 pu;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;DYn;0.00000;0.23836;SINOA1-MT013 - SINOA1-M 
4949;CUI-T1-MT013;4930   #01;CUI-T1-MT000;471;0;Trafo;0.00000;0.21750;10.0;10.0;10.0;1.00000;0.00;;;1.000 pu;1.000 pu;0.000 pu;0.000 pu;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;DYn;0.00000;0.21750;CUI-T1-MT013 - CUI-T1-M 
4951;RIBEIR-MT013;4950   #01;RIBEIR-MT000;471;0;Trafo;0.00000;0.21708;10.0;10.0;10.0;1.00000;0.00;;;1.000 pu;1.000 pu;0.000 pu;0.000 pu;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;DYn;0.00000;0.21708;RIBEIR-MT013 - RIBEIR-M 
4953;CLAUDI-MT138;4955   #01;CLAUDI-MT013;473;0;OLTC(ON);0.02290;0.51270;30.0;30.0;30.0;1.05500;0.00;4955;CLAUDI-MT013;0.950 pu;1.150 pu;0.977 pu;0.977 pu;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;YnD;0.02290;0.51270;CLAUDI-MT138 - CLAUDI-M 
4953;CLAUDI-MT138;4956   #01;CLAUD2-MT034;473;0;OLTC(ON);0.05200;0.89680;12.5;12.5;12.5;1.01900;0.00;4956;CLAUD2-MT034;0.900 pu;1.100 pu;0.988 pu;0.988 pu;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;YnD;0.05200;0.89680;CLAUDI-MT138 - CLAUD2-M 
4954;PAREC1-MT013;4952   #01;PAREC1-MT000;472;0;Trafo;0.00780;0.23880;10.0;10.0;10.0;1.00000;0.00;;;1.000 pu;1.000 pu;0.000 pu;0.000 pu;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;DYn;0.00780;0.23880;PAREC1-MT013 - PAREC1-M 
4958;PAREC2-MT013;4957   #02;PAREC2-MT000;472;0;Trafo;0.00780;0.23880;10.0;10.0;10.0;1.00000;0.00;;;1.000 pu;1.000 pu;0.000 pu;0.000 pu;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;DYn;0.00780;0.23880;PAREC2-MT013 - PAREC2-M 
4961;PAREC3-MT013;4960   #03;PAREC3-MT000;472;0;Trafo;0.00780;0.23880;10.0;10.0;10.0;1.00000;0.00;;;1.000 pu;1.000 pu;0.000 pu;0.000 pu;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;DYn;0.00780;0.23880;PAREC3-MT013 - PAREC3-M 
4963;COLIDE-MT138;4965   #01;COLIDE-MT034;473;0;OLTC(ON);0.02130;0.49070;30.0;30.0;30.0;1.03500;0.00;4965;COLIDE-MT034;0.900 pu;1.100 pu;0.979 pu;0.979 pu;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;YnD;0.02130;0.49070;COLIDE-MT138 - COLIDE-M 
4963;COLIDE-MT138;4966   #01;COLIDE-MT034;473;0;OLTC(ON);0.02290;0.51320;30.0;30.0;30.0;1.05200;0.00;4966;COLIDE-MT034;0.900 pu;1.100 pu;0.965 pu;0.965 pu;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;YnD;0.02290;0.51320;COLIDE-MT138 - COLIDE-M 
