sep=;
From#;From Name;To# - Circ#;To Name;Area;Owner;Type;Resistance (pu);Reactance (pu);Normal Rat.(MVA);Overl. Rat.(MVA);Emerg. Rat.(MVA);Tap (pu);Phase Shift (deg);CBus;CBus Name;Tap or Phs Min;Tap or Phs Max;V or Flow Max;V or Flow Min;ShtF On;GSht From (MW);BSht From (Mvar);ShtT On;GSht To (MW);BSht To (Mvar);Brk From;Brk To;Monitored;Connection;R0;X0;Name
839;CASCAV-PR230;43267   #01;CASC-A-PR000;102;0;OLTC(ON);-0.00017;0.07303;150.0;180.0;199.0;0.97600;0.00;840;CASCAV-PR138;0.869 pu;1.054 pu;1.009 pu;1.009 pu;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;YnYn;-0.00017;0.07303;CASCAV-PR230 - CASC-A-P 
839;CASCAV-PR230;43268   #02;CASC-B-PR000;102;0;OLTC(ON);0.00070;0.06460;150.0;195.0;195.0;0.97600;0.00;840;CASCAV-PR138;0.869 pu;1.043 pu;1.009 pu;1.009 pu;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;YnYn;0.00070;0.06460;CASCAV-PR230 - CASC-B-P 
839;CASCAV-PR230;43269   #03;CASC-C-PR000;102;0;OLTC(ON);0.00100;0.09030;150.0;195.0;195.0;0.97600;0.00;840;CASCAV-PR138;0.869 pu;1.043 pu;1.009 pu;1.009 pu;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;YnYn;0.00100;0.09030;CASCAV-PR230 - CASC-C-P 
840;CASCAV-PR138;43267   #01;CASC-A-PR000;103;0;Trafo;0.00197;-0.00652;150.0;180.0;199.0;1.00000;0.00;;;1.000 pu;1.000 pu;0.000 pu;0.000 pu;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;YnYn;0.00197;-0.00652;CASCAV-PR138 - CASC-A-P 
840;CASCAV-PR138;43268   #02;CASC-B-PR000;103;0;Trafo;0.00080;-0.00170;150.0;195.0;195.0;1.00000;0.00;;;1.000 pu;1.000 pu;0.000 pu;0.000 pu;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;YnYn;0.00080;-0.00170;CASCAV-PR138 - CASC-B-P 
840;CASCAV-PR138;43269   #03;CASC-C-PR000;103;0;Trafo;0.00260;-0.01700;150.0;195.0;195.0;1.00000;0.00;;;1.000 pu;1.000 pu;0.000 pu;0.000 pu;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;YnYn;0.00260;-0.01700;CASCAV-PR138 - CASC-C-P 
843;FIGUAN-PR230;43310   #01;FIN--A-PR000;102;0;Trafo;0.00165;0.08267;150.0;195.0;195.0;1.00000;0.00;;;1.000 pu;1.000 pu;0.000 pu;0.000 pu;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;YnYn;0.00165;0.08267;FIGUAN-PR230 - FIN--A-P 
843;FIGUAN-PR230;43320   #02;FIN--B-PR000;102;0;Trafo;0.00162;0.08131;150.0;150.0;150.0;1.00000;0.00;;;1.000 pu;1.000 pu;0.000 pu;0.000 pu;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;YnYn;0.00162;0.08131;FIGUAN-PR230 - FIN--B-P 
847;GUAIRA-PR138;43278   #01;GUA--A-PR000;103;0;Trafo;0.00052;-0.00530;225.0;270.0;315.0;1.00000;0.00;;;1.000 pu;1.000 pu;0.000 pu;0.000 pu;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;YnYn;0.00052;-0.00530;GUAIRA-PR138 - GUA--A-P 
847;GUAIRA-PR138;43313   #02;GUA--B-PR000;103;0;Trafo;0.00100;0.00200;150.0;195.0;195.0;1.00000;0.00;;;1.000 pu;1.000 pu;0.000 pu;0.000 pu;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;YnYn;0.00100;0.00200;GUAIRA-PR138 - GUA--B-P 
847;GUAIRA-PR138;43459   #03;GUA--C-PR000;103;0;Trafo;0.00052;-0.00530;225.0;270.0;315.0;1.00000;0.00;;;1.000 pu;1.000 pu;0.000 pu;0.000 pu;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;YnYn;0.00052;-0.00530;GUAIRA-PR138 - GUA--C-P 
848;FCHOPI-PR138;43277   #01;FCH--A-PR000;103;0;Trafo;0.00110;0.00850;150.0;195.0;195.0;1.00000;0.00;;;1.000 pu;1.000 pu;0.000 pu;0.000 pu;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;DYn;0.00110;0.00850;FCHOPI-PR138 - FCH--A-P 
848;FCHOPI-PR138;43302   #02;FCH--B-PR000;103;0;Trafo;0.00120;0.00190;150.0;195.0;195.0;1.00000;0.00;;;1.000 pu;1.000 pu;0.000 pu;0.000 pu;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;DYn;0.00120;0.00190;FCHOPI-PR138 - FCH--B-P 
852;PBRANC-PR230;43287   #01;PBR--A-PR000;102;0;OLTC(ON);0.00032;0.06334;225.0;270.0;315.0;0.99890;0.00;853;PBRANC-PR138;0.870 pu;1.054 pu;0.998 pu;0.998 pu;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;YnYn;0.00032;0.06334;PBRANC-PR230 - PBR--A-P 
852;PBRANC-PR230;43288   #02;PBR--B-PR000;102;0;OLTC(ON);0.00026;0.06156;225.0;270.0;315.0;0.99890;0.00;853;PBRANC-PR138;0.870 pu;1.054 pu;0.998 pu;0.998 pu;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;YnYn;0.00026;0.06156;PBRANC-PR230 - PBR--B-P 
853;PBRANC-PR138;9340   #01;PBRANC-PR034;103;0;OLTC(ON);0.00000;0.33610;41.0;41.0;41.0;0.94680;0.00;9340;PBRANC-PR034;0.850 pu;1.050 pu;1.048 pu;1.048 pu;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;YnD;0.00000;0.33610;PBRANC-PR138 - PBRANC-P 
853;PBRANC-PR138;9341   #01;PBRANC-PR013;103;0;OLTC(ON);0.00000;0.41440;41.0;41.0;41.0;0.93840;0.00;9341;PBRANC-PR013;0.850 pu;1.050 pu;1.041 pu;1.041 pu;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;YnYn;0.00000;0.41440;PBRANC-PR138 - PBRANC-P 
853;PBRANC-PR138;43287   #01;PBR--A-PR000;103;0;Trafo;0.00084;-0.00335;225.0;270.0;315.0;1.00000;0.00;;;1.000 pu;1.000 pu;0.000 pu;0.000 pu;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;YnYn;0.00084;-0.00335;PBRANC-PR138 - PBR--A-P 
853;PBRANC-PR138;43288   #02;PBR--B-PR000;103;0;Trafo;0.00093;-0.00180;225.0;270.0;315.0;1.00000;0.00;;;1.000 pu;1.000 pu;0.000 pu;0.000 pu;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;YnYn;0.00093;-0.00180;PBRANC-PR138 - PBR--B-P 
854;PINHEI-PR138;40092   #01;PHS--3-PR000;403;0;OLTC(ON);0.01400;0.44240;20.0;29.0;20.0;0.96920;0.00;2451;PINHEI-PR069;0.826 pu;1.000 pu;1.040 pu;1.040 pu;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;YnYn;0.01400;0.44240;PINHEI-PR138 - PHS--3-P 
856;SEGRED-PR525;810   #01;GNBRAGUHE001;101;0;Trafo;0.00000;0.04200;1332.0;1332.0;1332.0;1.00000;0.00;;;1.000 pu;1.000 pu;0.000 pu;0.000 pu;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;YnD;0.00000;0.04200;SEGRED-PR525 - GNBRAGUH 
856;SEGRED-PR525;811   #01;GNBRAGSIN003;101;0;Trafo;0.00000;0.01400;1332.0;1332.0;1332.0;1.00000;0.00;;;1.000 pu;1.000 pu;0.000 pu;0.000 pu;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;YnD;0.00000;0.01400;SEGRED-PR525 - GNBRAGSI 
860;CMOURA-PR138;40090   #03;CMO--3-PR000;403;0;OLTC(ON);0.00640;0.44000;20.0;20.0;21.0;0.98900;0.00;2467;CMOURA-PR069;0.826 pu;1.000 pu;1.030 pu;1.030 pu;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;YnYn;0.00640;0.44000;CMOURA-PR138 - CMO--3-P 
860;CMOURA-PR138;43276   #02;CMO--2-PR000;103;0;Trafo;0.00084;-0.00335;225.0;270.0;315.0;1.00000;0.00;;;1.000 pu;1.000 pu;0.000 pu;0.000 pu;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;YnYn;0.00084;-0.00335;CMOURA-PR138 - CMO--2-P 
860;CMOURA-PR138;43299   #01;CMO--1-PR000;103;0;Trafo;0.00084;-0.00335;225.0;270.0;315.0;1.00000;0.00;;;1.000 pu;1.000 pu;0.000 pu;0.000 pu;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;YnYn;0.00084;-0.00335;CMOURA-PR138 - CMO--1-P 
866;MAMBOR-PR138;2469   #01;MAMBOR-PR069;103;0;OLTC(ON);0.00000;0.35926;20.0;21.0;21.0;0.96020;0.00;2469;MAMBOR-PR069;0.826 pu;1.000 pu;1.030 pu;1.030 pu;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;YnYn;0.00000;0.35926;MAMBOR-PR138 - MAMBOR-P 
868;MARING-PR230;43283   #01;MGA--A-PR000;102;0;OLTC(ON);0.00020;0.07300;150.0;195.0;187.0;1.00300;0.00;869;MARING-PR138;0.869 pu;1.043 pu;0.998 pu;0.998 pu;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;YnYn;0.00020;0.07300;MARING-PR230 - MGA--A-P 
868;MARING-PR230;43284   #02;MGA--B-PR000;102;0;OLTC(ON);0.00001;0.07145;150.0;180.0;210.0;1.00300;0.00;869;MARING-PR138;0.869 pu;1.043 pu;0.998 pu;0.998 pu;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;YnYn;0.00001;0.07145;MARING-PR230 - MGA--B-P 
868;MARING-PR230;43339   #03;MGA--C-PR000;102;0;OLTC(ON);0.00020;0.06700;150.0;180.0;180.0;1.00300;0.00;869;MARING-PR138;0.869 pu;1.043 pu;0.998 pu;0.998 pu;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;YnYn;0.00020;0.06700;MARING-PR230 - MGA--C-P 
869;MARING-PR138;43283   #01;MGA--A-PR000;103;0;Trafo;0.00080;-0.00790;150.0;195.0;187.0;1.00000;0.00;;;1.000 pu;1.000 pu;0.000 pu;0.000 pu;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;YnYn;0.00080;-0.00790;MARING-PR138 - MGA--A-P 
869;MARING-PR138;43284   #02;MGA--B-PR000;103;0;Trafo;0.00180;-0.00861;150.0;180.0;210.0;1.00000;0.00;;;1.000 pu;1.000 pu;0.000 pu;0.000 pu;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;YnYn;0.00180;-0.00861;MARING-PR138 - MGA--B-P 
869;MARING-PR138;43339   #03;MGA--C-PR000;103;0;Trafo;0.00120;-0.00240;150.0;180.0;180.0;1.00000;0.00;;;1.000 pu;1.000 pu;0.000 pu;0.000 pu;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;YnYn;0.00120;-0.00240;MARING-PR138 - MGA--C-P 
872;SARAND-PR230;43294   #01;SDI--A-PR000;102;0;OLTC(ON);0.00060;0.06870;150.0;195.0;195.0;1.04300;0.00;2472;SARAND-PR138;0.869 pu;1.043 pu;1.000 pu;1.000 pu;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;YnYn;0.00060;0.06870;SARAND-PR230 - SDI--A-P 
872;SARAND-PR230;43335   #02;SDI--B-PR000;102;0;OLTC(ON);0.00090;0.06980;150.0;180.0;180.0;1.04300;0.00;2472;SARAND-PR138;0.869 pu;1.043 pu;1.000 pu;1.000 pu;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;YnYn;0.00090;0.06980;SARAND-PR230 - SDI--B-P 
872;SARAND-PR230;43455   #03;SDI--C-PR000;102;0;OLTC(ON);0.00028;0.07230;150.0;180.0;210.0;0.96630;0.00;872;SARAND-PR230;0.869 pu;1.043 pu;1.020 pu;1.020 pu;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;YnYn;0.00028;0.07230;SARAND-PR230 - SDI--C-P 
872;SARAND-PR230;43895   #01;SDI--A-PR000;102;0;OLTC(ON);0.00006;-0.00268;672.0;807.0;941.0;0.97840;0.00;872;SARAND-PR230;0.900 pu;1.100 pu;1.020 pu;1.020 pu;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;YnYn;0.00006;-0.00268;SARAND-PR230 - SDI--A-P 
872;SARAND-PR230;43896   #02;SDI--B-PR000;102;0;OLTC(ON);-0.00012;-0.00235;672.0;807.0;941.0;0.97840;0.00;872;SARAND-PR230;0.900 pu;1.100 pu;1.020 pu;1.020 pu;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;YnYn;-0.00012;-0.00235;SARAND-PR230 - SDI--B-P 
873;GUAIRA-PR525;43906   #01;GUA--1-PR000;101;0;Trafo;0.00013;0.02763;672.0;806.0;940.0;1.00000;0.00;;;1.000 pu;1.000 pu;0.000 pu;0.000 pu;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;YnYn;0.00013;0.02763;GUAIRA-PR525 - GUA--1-P 
873;GUAIRA-PR525;43907   #02;GUA--2-PR000;101;0;Trafo;0.00020;0.01662;672.0;806.0;940.0;1.00000;0.00;;;1.000 pu;1.000 pu;0.000 pu;0.000 pu;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;YnYn;0.00020;0.01662;GUAIRA-PR525 - GUA--2-P 
878;APUCAR-PR230;43259   #01;APU--A-PR000;102;0;OLTC(ON);0.00070;0.06900;150.0;195.0;195.0;1.02800;0.00;879;APUCAR-PR138;0.869 pu;1.043 pu;1.002 pu;1.002 pu;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;YnYn;0.00070;0.06900;APUCAR-PR230 - APU--A-P 
878;APUCAR-PR230;43260   #02;APU--B-PR000;102;0;OLTC(ON);0.00070;0.06840;150.0;195.0;195.0;1.02800;0.00;879;APUCAR-PR138;0.869 pu;1.043 pu;1.002 pu;1.002 pu;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;YnYn;0.00070;0.06840;APUCAR-PR230 - APU--B-P 
879;APUCAR-PR138;43259   #01;APU--A-PR000;103;0;Trafo;0.00040;-0.00530;150.0;195.0;195.0;1.00000;0.00;;;1.000 pu;1.000 pu;0.000 pu;0.000 pu;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;YnYn;0.00040;-0.00530;APUCAR-PR138 - APU--A-P 
879;APUCAR-PR138;43260   #02;APU--B-PR000;103;0;Trafo;0.00040;-0.00460;150.0;195.0;195.0;1.00000;0.00;;;1.000 pu;1.000 pu;0.000 pu;0.000 pu;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;YnYn;0.00040;-0.00460;APUCAR-PR138 - APU--B-P 
884;FIGUEI-PR230;2464   #02;FIG--B-PR000;102;0;OLTC(ON);0.00020;0.06910;150.0;195.0;195.0;1.02700;0.00;2485;FIGUEI-PR138;0.896 pu;1.043 pu;1.003 pu;1.003 pu;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;YnYn;0.00020;0.06910;FIGUEI-PR230 - FIG--B-P 
884;FIGUEI-PR230;9333   #01;FIG--A-PR000;102;0;OLTC(ON);0.00000;0.07400;150.0;195.0;195.0;1.02700;0.00;2485;FIGUEI-PR138;0.869 pu;1.043 pu;1.003 pu;1.003 pu;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;YnYn;0.00000;0.07400;FIGUEI-PR230 - FIG--A-P 
886;IBIPOR-PR230;43279   #01;IBP--A-PR000;102;0;OLTC(ON);0.00060;0.04920;150.0;195.0;195.0;1.03100;0.00;887;IBIPOR-PR138;0.869 pu;1.043 pu;1.007 pu;1.007 pu;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;YnYn;0.00060;0.04920;IBIPOR-PR230 - IBP--A-P 
886;IBIPOR-PR230;43280   #02;IBP--B-PR000;102;0;OLTC(ON);0.00070;0.06770;150.0;195.0;195.0;1.03100;0.00;887;IBIPOR-PR138;0.869 pu;1.043 pu;1.007 pu;1.007 pu;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;YnYn;0.00070;0.06770;IBIPOR-PR230 - IBP--B-P 
886;IBIPOR-PR230;43305   #03;IBP--C-PR000;102;0;OLTC(ON);0.00040;0.06320;150.0;195.0;195.0;1.03100;0.00;887;IBIPOR-PR138;0.869 pu;1.043 pu;1.007 pu;1.007 pu;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;YnYn;0.00040;0.06320;IBIPOR-PR230 - IBP--C-P 
887;IBIPOR-PR138;43279   #01;IBP--A-PR000;103;0;Trafo;0.00070;0.00960;150.0;195.0;195.0;1.00000;0.00;;;1.000 pu;1.000 pu;0.000 pu;0.000 pu;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;YnYn;0.00070;0.00960;IBIPOR-PR138 - IBP--A-P 
887;IBIPOR-PR138;43280   #02;IBP--B-PR000;103;0;Trafo;0.00040;-0.00440;150.0;195.0;195.0;1.00000;0.00;;;1.000 pu;1.000 pu;0.000 pu;0.000 pu;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;YnYn;0.00040;-0.00440;IBIPOR-PR138 - IBP--B-P 
887;IBIPOR-PR138;43305   #03;IBP--C-PR000;103;0;Trafo;0.00100;0.00220;150.0;195.0;195.0;1.00000;0.00;;;1.000 pu;1.000 pu;0.000 pu;0.000 pu;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;YnYn;0.00100;0.00220;IBIPOR-PR138 - IBP--C-P 
889;LONDRC-PR230;43281   #01;LNA--A-PR000;102;0;OLTC(ON);0.00070;0.06510;150.0;191.0;191.0;1.01800;0.00;890;LONDRI-PR138;0.869 pu;1.043 pu;1.007 pu;1.007 pu;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;YnYn;0.00070;0.06510;LONDRC-PR230 - LNA--A-P 
889;LONDRC-PR230;43282   #02;LNA--B-PR000;102;0;OLTC(ON);0.00020;0.07310;150.0;195.0;195.0;1.01800;0.00;890;LONDRI-PR138;0.869 pu;1.043 pu;1.007 pu;1.007 pu;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;YnYn;0.00020;0.07310;LONDRC-PR230 - LNA--B-P 
889;LONDRC-PR230;43337   #03;LNA--C-PR000;102;0;OLTC(ON);0.00020;0.07140;150.0;180.0;180.0;1.01800;0.00;890;LONDRI-PR138;0.869 pu;1.043 pu;1.007 pu;1.007 pu;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;YnYn;0.00020;0.07140;LONDRC-PR230 - LNA--C-P 
890;LONDRI-PR138;43281   #01;LNA--A-PR000;103;0;Trafo;0.00290;0.00200;150.0;191.0;191.0;1.00000;0.00;;;1.000 pu;1.000 pu;0.000 pu;0.000 pu;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;YnYn;0.00290;0.00200;LONDRI-PR138 - LNA--A-P 
890;LONDRI-PR138;43282   #02;LNA--B-PR000;103;0;Trafo;0.00080;-0.00680;150.0;195.0;195.0;1.00000;0.00;;;1.000 pu;1.000 pu;0.000 pu;0.000 pu;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;YnYn;0.00080;-0.00680;LONDRI-PR138 - LNA--B-P 
890;LONDRI-PR138;43337   #03;LNA--C-PR000;103;0;Trafo;0.00210;-0.00580;150.0;180.0;180.0;1.00000;0.00;;;1.000 pu;1.000 pu;0.000 pu;0.000 pu;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;YnYn;0.00210;-0.00580;LONDRI-PR138 - LNA--C-P 
895;BATEIA-PR525;43261   #01;BTA--A-PR000;101;0;Trafo;0.00010;0.01370;600.0;746.0;746.0;1.00000;0.00;;;1.000 pu;1.000 pu;0.000 pu;0.000 pu;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;YnYn;0.00010;0.01370;BATEIA-PR525 - BTA--A-P 
895;BATEIA-PR525;43264   #02;BTA--B-PR000;101;0;Trafo;0.00003;0.01159;600.0;746.0;746.0;1.00000;0.00;;;1.000 pu;1.000 pu;0.000 pu;0.000 pu;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;YnYn;0.00003;0.01159;BATEIA-PR525 - BTA--B-P 
895;BATEIA-PR525;43304   #05;BTA--E-PR000;101;0;Trafo;0.00013;0.01330;600.0;780.0;780.0;1.00000;0.00;;;1.000 pu;1.000 pu;0.000 pu;0.000 pu;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;YnYn;0.00013;0.01330;BATEIA-PR525 - BTA--E-P 
896;CASCOE-PR525;43265   #01;CVO--A-PR000;101;0;Trafo;0.00010;0.01390;600.0;746.0;746.0;1.00000;0.00;;;1.000 pu;1.000 pu;0.000 pu;0.000 pu;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;YnYn;0.00010;0.01390;CASCOE-PR525 - CVO--A-P 
896;CASCOE-PR525;43266   #02;CVO--B-PR000;101;0;Trafo;0.00010;0.01360;600.0;746.0;746.0;1.00000;0.00;;;1.000 pu;1.000 pu;0.000 pu;0.000 pu;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;YnYn;0.00010;0.01360;CASCOE-PR525 - CVO--B-P 
896;CASCOE-PR525;43328   #03;CVO--C-PR000;101;0;Trafo;0.00010;0.01300;600.0;720.0;720.0;1.00000;0.00;;;1.000 pu;1.000 pu;0.000 pu;0.000 pu;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;YnYn;0.00010;0.01300;CASCOE-PR525 - CVO--C-P 
897;SCAXIA-PR525;808   #01;GJRICHUHE001;101;0;Trafo;0.00000;0.04080;1380.0;1380.0;1380.0;1.02400;0.00;;;1.024 pu;1.024 pu;0.000 pu;0.000 pu;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;YnD;0.00000;0.04080;SCAXIA-PR525 - GJRICHUH 
897;SCAXIA-PR525;809   #01;GJRICHSIN003;101;0;Trafo;0.00000;0.01360;1380.0;1380.0;1380.0;1.02400;0.00;;;1.024 pu;1.024 pu;0.000 pu;0.000 pu;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;YnD;0.00000;0.01360;SCAXIA-PR525 - GJRICHSI 
898;FCHOPI-PR230;43277   #01;FCH--A-PR000;102;0;OLTC(ON);0.00020;0.05510;150.0;195.0;195.0;0.99280;0.00;848;FCHOPI-PR138;0.869 pu;1.043 pu;1.004 pu;1.004 pu;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;YnYn;0.00020;0.05510;FCHOPI-PR230 - FCH--A-P 
898;FCHOPI-PR230;43302   #02;FCH--B-PR000;102;0;OLTC(ON);0.00070;0.06370;150.0;195.0;195.0;0.99280;0.00;848;FCHOPI-PR138;0.869 pu;1.043 pu;1.004 pu;1.004 pu;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;YnYn;0.00070;0.06370;FCHOPI-PR230 - FCH--B-P 
930;ALEGRE-RS138;1182   #05;ALEGRE-RS069;3;0;OLTC(ON);0.02499;0.38976;25.0;25.0;25.0;0.96430;0.00;930;ALEGRE-RS138;0.781 pu;1.055 pu;0.993 pu;0.993 pu;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;YnYn;0.02499;0.38976;ALEGRE-RS138 - ALEGRE-R 
930;ALEGRE-RS138;1182   #06;ALEGRE-RS069;3;0;OLTC(ON);0.02499;0.38976;25.0;25.0;25.0;0.96430;0.00;930;ALEGRE-RS138;0.781 pu;1.055 pu;0.993 pu;0.993 pu;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;YnYn;0.02499;0.38976;ALEGRE-RS138 - ALEGRE-R 
932;ALZANT-RS138;931   #01;MONJOLUHE000;3;0;Trafo;0.00000;0.29370;154.0;154.0;154.0;1.02500;0.00;;;1.025 pu;1.025 pu;0.000 pu;0.000 pu;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;YnD;0.00000;0.29370;ALZANT-RS138 - MONJOLUH 
933;AREIA--PR525;43028   #02;ARE--2-PR000;101;0;Trafo;0.00009;0.00300;672.0;672.0;672.0;1.00000;0.00;;;1.000 pu;1.000 pu;0.000 pu;0.000 pu;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;YnYn;0.00009;0.00300;AREIA--PR525 - ARE--2-P 
934;AREIA--PR230;9335   #03;ARE--3-PR000;102;0;OLTC(ON);0.00080;0.05880;150.0;191.0;191.0;1.03300;0.00;823;AREIA--PR138;0.869 pu;1.043 pu;0.982 pu;0.982 pu;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;YnYn;0.00080;0.05880;AREIA--PR230 - ARE--3-P 
934;AREIA--PR230;43028   #02;ARE--2-PR000;102;0;OLTC(ON);0.00023;0.00960;672.0;672.0;672.0;0.96650;0.00;934;AREIA--PR230;0.922 pu;1.127 pu;1.000 pu;1.000 pu;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;YnYn;0.00023;0.00960;AREIA--PR230 - ARE--2-P 
934;AREIA--PR230;43029   #01;ARE--1-PR000;102;0;OLTC(ON);0.00060;0.06060;150.0;191.0;191.0;1.03300;0.00;823;AREIA--PR138;0.869 pu;1.043 pu;0.982 pu;0.982 pu;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;YnYn;0.00060;0.06060;AREIA--PR230 - ARE--1-P 
936;BGRAND-SC230;1150   #01;BGRANDUHE001;52;0;Trafo;0.00000;0.05595;735.0;735.0;735.0;1.00000;0.00;;;1.000 pu;1.000 pu;0.000 pu;0.000 pu;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;YnD;0.00000;0.05595;BGRAND-SC230 - BGRANDUH 
936;BGRAND-SC230;1151   #01;BGRANDSIN002;52;0;Trafo;0.00000;0.02797;735.0;735.0;735.0;1.00000;0.00;;;1.000 pu;1.000 pu;0.000 pu;0.000 pu;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;YnD;0.00000;0.02797;BGRAND-SC230 - BGRANDSI 
938;BLUMEN-SC525;43030   #05;BLU--5-SC000;51;0;Trafo;0.00009;0.00292;672.0;672.0;672.0;1.00000;0.00;;;1.000 pu;1.000 pu;0.000 pu;0.000 pu;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;YnYn;0.00009;0.00292;BLUMEN-SC525 - BLU--5-S 
