 sep=;
Ctg ID; From Bus; From Name; To Bus - ID; To Name; Flow Change (MVA); Flow Change (%); Flow BCase (MVA); Flow Ctg (MVA); Rating (MVA); 
S.J.PI-PI500(5570) FV_SJP-PI500(8167) #1; 8167; FV_SJP-PI500; 8168    #01; FV_SJP-PI034; -98.9; -100.0; 98.9; 0.0; 432.0; 
S.J.PI-PI500(5570) FV_SJP-PI500(8167) #1; 8168; FV_SJP-PI034; 5957    #01; FVSJP-UFV128; -94.7; -97.5; 97.1; 2.4; 9999.0; 
S.J.PI-PI500(5570) FV_SJP-PI500(8167) #1; 43952; SJ-SB1-PI500; 5572    #05; SJ-SB1CAP500; -13.3; -3.0; 448.6; 435.3; 2046.0; 
S.J.PI-PI500(5570) FV_SJP-PI500(8167) #1; 5570; S.J.PI-PI500; 43952    #05; SJ-SB1-PI500; -13.3; -3.0; 448.6; 435.3; 2046.0; 
S.J.PI-PI500(5570) FV_SJP-PI500(8167) #1; 5572; SJ-SB1CAP500; 6300    #05; SOBRAD-BA500; -12.2; -2.8; 430.1; 417.9; 2165.0; 
S.J.PI-PI500(5570) FV_SJP-PI500(8167) #1; 5570; S.J.PI-PI500; 5577    #02; SJ-SB2CAP500; -11.9; -2.5; 480.2; 468.3; 1992.0; 
S.J.PI-PI500(5570) FV_SJP-PI500(8167) #1; 7190; GILBU2-PI500; 7197    #02; GB-BR-CAP500; -11.7; -1.0; 1136.8; 1125.1; 2922.0; 
S.J.PI-PI500(5570) FV_SJP-PI500(8167) #1; 7197; GB-BR-CAP500; 6446    #02; BR-GB-CAP500; -11.5; -1.0; 1114.4; 1102.9; 3464.0; 
S.J.PI-PI500(5570) FV_SJP-PI500(8167) #1; 5436; RGONCA-PI500; 5435    #03; RG-SJ1CAP500; 10.6; 4.2; 252.6; 263.3; 1992.0; 
S.J.PI-PI500(5570) FV_SJP-PI500(8167) #1; 5436; RGONCA-PI500; 5576    #04; RG-SJ2CAP500; 10.4; 4.0; 258.7; 269.2; 2104.0; 
GID-T1-PI013(44036) GID-T1-PI000(44035) #1; 5570; S.J.PI-PI500; 43953    #06; SJ-BEA-PI500; -0.0; -0.0; 277.2; 277.2; 1559.0; 
GID-T1-PI013(44036) GID-T1-PI000(44035) #1; 5480; SOBRA3-CE500; 9516    #03; SOBRALCER016; -0.0; -0.0; 65.5; 65.5; 250.0; 
GID-T1-PI013(44036) GID-T1-PI000(44035) #1; 6641; CURRAL-PI230; 5303    #03; CHAPA1-PI230; -0.0; -0.0; 48.3; 48.3; 9999.0; 
GID-T1-PI013(44036) GID-T1-PI000(44035) #1; 5327; CHAPA1-PI138; 8354    #01; CHA1PE-PI138; -0.0; -0.0; 55.7; 55.7; 9999.0; 
GID-T1-PI013(44036) GID-T1-PI000(44035) #1; 6631; CHAPA2-PI230; 5305    #01; CHAPA3-PI230; -0.0; -0.0; 23.9; 23.9; 409.0; 
GID-T1-PI013(44036) GID-T1-PI000(44035) #1; 5577; SJ-SB2CAP500; 6300    #02; SOBRAD-BA500; -0.0; -0.0; 496.1; 496.1; 1992.0; 
GID-T1-PI013(44036) GID-T1-PI000(44035) #1; 6640; CURRAL-PI500; 5325    #01; QUEIMA-PI500; -0.0; -0.0; 310.0; 310.0; 3464.0; 
GID-T1-PI013(44036) GID-T1-PI000(44035) #1; 5303; CHAPA1-PI230; 44586    #03; CHAPT1-PI000; -0.0; -0.0; 31.5; 31.5; 200.0; 
GID-T1-PI013(44036) GID-T1-PI000(44035) #1; 5303; CHAPA1-PI230; 44587    #04; CHAPT2-PI000; -0.0; -0.0; 31.5; 31.5; 200.0; 
GID-T1-PI013(44036) GID-T1-PI000(44035) #1; 5503; TERESI-PI069; 8035    #01; TSA.MA-PI069; 0.0; 0.0; 169.7; 169.7; 9999.0; 
LAJEAD-TO500(7204) LAJ-T2-TO000(44033) #2; 7190; GILBU2-PI500; 7197    #02; GB-BR-CAP500; -1.1; -0.1; 1136.8; 1135.8; 2922.0; 
LAJEAD-TO500(7204) LAJ-T2-TO000(44033) #2; 7197; GB-BR-CAP500; 6446    #02; BR-GB-CAP500; -1.0; -0.1; 1114.4; 1113.4; 3464.0; 
LAJEAD-TO500(7204) LAJ-T2-TO000(44033) #2; 5436; RGONCA-PI500; 5576    #04; RG-SJ2CAP500; -0.7; -0.3; 258.7; 258.1; 2104.0; 
LAJEAD-TO500(7204) LAJ-T2-TO000(44033) #2; 5436; RGONCA-PI500; 5435    #03; RG-SJ1CAP500; -0.6; -0.3; 252.6; 252.0; 1992.0; 
LAJEAD-TO500(7204) LAJ-T2-TO000(44033) #2; 5576; RG-SJ2CAP500; 5570    #04; S.J.PI-PI500; -0.6; -0.2; 252.7; 252.1; 2511.0; 
LAJEAD-TO500(7204) LAJ-T2-TO000(44033) #2; 5435; RG-SJ1CAP500; 5570    #03; S.J.PI-PI500; -0.6; -0.2; 247.3; 246.6; 1992.0; 
LAJEAD-TO500(7204) LAJ-T2-TO000(44033) #2; 43952; SJ-SB1-PI500; 5572    #05; SJ-SB1CAP500; -0.5; -0.1; 448.6; 448.1; 2046.0; 
LAJEAD-TO500(7204) LAJ-T2-TO000(44033) #2; 5570; S.J.PI-PI500; 43952    #05; SJ-SB1-PI500; -0.5; -0.1; 448.6; 448.1; 2046.0; 
LAJEAD-TO500(7204) LAJ-T2-TO000(44033) #2; 5572; SJ-SB1CAP500; 6300    #05; SOBRAD-BA500; -0.4; -0.1; 430.1; 429.7; 2165.0; 
LAJEAD-TO500(7204) LAJ-T2-TO000(44033) #2; 5436; RGONCA-PI500; 5437    #01; RG-CO1CAP500; 0.4; 0.2; 241.4; 241.8; 1992.0; 
SPELAD-PA500(6754) SPLAT1-PA000(7261) #1; 5436; RGONCA-PI500; 5437    #01; RG-CO1CAP500; -0.0; -0.0; 241.4; 241.4; 1992.0; 
SPELAD-PA500(6754) SPLAT1-PA000(7261) #1; 5436; RGONCA-PI500; 5575    #02; RG-CO2CAP500; -0.0; -0.0; 241.3; 241.2; 2104.0; 
SPELAD-PA500(6754) SPLAT1-PA000(7261) #1; 5679; PNBIII-PI500; 9525    #10; PNB3--CER020; -0.0; -0.0; 85.5; 85.4; 300.0; 
SPELAD-PA500(6754) SPLAT1-PA000(7261) #1; 5436; RGONCA-PI500; 5576    #04; RG-SJ2CAP500; 0.0; 0.0; 258.7; 258.7; 2104.0; 
SPELAD-PA500(6754) SPLAT1-PA000(7261) #1; 5436; RGONCA-PI500; 5435    #03; RG-SJ1CAP500; 0.0; 0.0; 252.6; 252.7; 1992.0; 
SPELAD-PA500(6754) SPLAT1-PA000(7261) #1; 5576; RG-SJ2CAP500; 5570    #04; S.J.PI-PI500; 0.0; 0.0; 252.7; 252.7; 2511.0; 
SPELAD-PA500(6754) SPLAT1-PA000(7261) #1; 5435; RG-SJ1CAP500; 5570    #03; S.J.PI-PI500; 0.0; 0.0; 247.3; 247.3; 1992.0; 
SPELAD-PA500(6754) SPLAT1-PA000(7261) #1; 5570; S.J.PI-PI500; 43952    #05; SJ-SB1-PI500; 0.0; 0.0; 448.6; 448.6; 2046.0; 
SPELAD-PA500(6754) SPLAT1-PA000(7261) #1; 43952; SJ-SB1-PI500; 5572    #05; SJ-SB1CAP500; 0.0; 0.0; 448.6; 448.6; 2046.0; 
SPELAD-PA500(6754) SPLAT1-PA000(7261) #1; 5480; SOBRA3-CE500; 9516    #03; SOBRALCER016; -0.0; -0.0; 65.5; 65.5; 250.0; 
MR-GR3CAP500(7209) GR-MI3CAP500(7105) #3; 7190; GILBU2-PI500; 7197    #02; GB-BR-CAP500; 71.5; 6.3; 1136.8; 1208.3; 2922.0; 
MR-GR3CAP500(7209) GR-MI3CAP500(7105) #3; 7197; GB-BR-CAP500; 6446    #02; BR-GB-CAP500; 69.2; 6.2; 1114.4; 1183.6; 3464.0; 
MR-GR3CAP500(7209) GR-MI3CAP500(7105) #3; 5436; RGONCA-PI500; 5435    #03; RG-SJ1CAP500; 26.8; 10.6; 252.6; 279.4; 1992.0; 
MR-GR3CAP500(7209) GR-MI3CAP500(7105) #3; 5436; RGONCA-PI500; 5576    #04; RG-SJ2CAP500; 26.5; 10.2; 258.7; 285.2; 2104.0; 
MR-GR3CAP500(7209) GR-MI3CAP500(7105) #3; 5435; RG-SJ1CAP500; 5570    #03; S.J.PI-PI500; 25.8; 10.4; 247.3; 273.0; 1992.0; 
MR-GR3CAP500(7209) GR-MI3CAP500(7105) #3; 5576; RG-SJ2CAP500; 5570    #04; S.J.PI-PI500; 25.4; 10.1; 252.7; 278.1; 2511.0; 
MR-GR3CAP500(7209) GR-MI3CAP500(7105) #3; 5570; S.J.PI-PI500; 43952    #05; SJ-SB1-PI500; 19.8; 4.4; 448.6; 468.4; 2046.0; 
MR-GR3CAP500(7209) GR-MI3CAP500(7105) #3; 43952; SJ-SB1-PI500; 5572    #05; SJ-SB1CAP500; 19.8; 4.4; 448.6; 468.4; 2046.0; 
MR-GR3CAP500(7209) GR-MI3CAP500(7105) #3; 5572; SJ-SB1CAP500; 6300    #05; SOBRAD-BA500; 18.0; 4.2; 430.1; 448.1; 2165.0; 
MR-GR3CAP500(7209) GR-MI3CAP500(7105) #3; 5570; S.J.PI-PI500; 5577    #02; SJ-SB2CAP500; 16.7; 3.5; 480.2; 496.8; 1992.0; 
S.J.PI-PI500(5570) SJPIT1-PI000(42344) #1; 5571; S.J.PI-PI230; 42344    #01; SJPIT1-PI000; -58.6; -100.0; 58.6; 0.0; 300.0; 
S.J.PI-PI500(5570) SJPIT1-PI000(42344) #1; 5571; S.J.PI-PI230; 44084    #02; SJPIT2-PI000; 45.5; 77.6; 58.6; 104.1; 360.0; 
S.J.PI-PI500(5570) SJPIT1-PI000(42344) #1; 5570; S.J.PI-PI500; 44084    #02; SJPIT2-PI000; 45.3; 77.4; 58.5; 103.8; 360.0; 
S.J.PI-PI500(5570) SJPIT1-PI000(42344) #1; 5671; PICOS--PI230; 6631    #01; CHAPA2-PI230; -4.0; -4.9; 81.6; 77.6; 409.0; 
S.J.PI-PI500(5570) SJPIT1-PI000(42344) #1; 5571; S.J.PI-PI230; 5671    #01; PICOS--PI230; 3.3; 10.3; 32.2; 35.5; 251.0; 
S.J.PI-PI500(5570) SJPIT1-PI000(42344) #1; 5577; SJ-SB2CAP500; 6300    #02; SOBRAD-BA500; -2.3; -0.5; 496.1; 493.8; 1992.0; 
S.J.PI-PI500(5570) SJPIT1-PI000(42344) #1; 5681; E.MART-PI230; 9526    #03; EMART-CER006; 2.2; 67.5; 3.2; 5.4; 40.0; 
S.J.PI-PI500(5570) SJPIT1-PI000(42344) #1; 7181; B.JESU-PI230; 5681    #03; E.MART-PI230; 2.2; 7.5; 28.8; 30.9; 327.0; 
S.J.PI-PI500(5570) SJPIT1-PI000(42344) #1; 5303; CHAPA1-PI230; 6631    #01; CHAPA2-PI230; -2.0; -15.4; 13.2; 11.2; 409.0; 
S.J.PI-PI500(5570) SJPIT1-PI000(42344) #1; 5570; S.J.PI-PI500; 5577    #02; SJ-SB2CAP500; -1.7; -0.3; 480.2; 478.5; 1992.0; 
GILBUE-PI230(7191) GID-T1-PI000(44035) #1; 7193; GILBUE-PI069; 44037    #02; GID-T2-PI000; 11.5; 100.2; 11.4; 22.9; 60.0; 
GILBUE-PI230(7191) GID-T1-PI000(44035) #1; 7191; GILBUE-PI230; 44037    #02; GID-T2-PI000; 11.5; 100.2; 11.4; 22.9; 60.0; 
GILBUE-PI230(7191) GID-T1-PI000(44035) #1; 7193; GILBUE-PI069; 44035    #01; GID-T1-PI000; -11.4; -100.0; 11.4; 0.0; 60.0; 
GILBUE-PI230(7191) GID-T1-PI000(44035) #1; 7190; GILBU2-PI500; 7191    #01; GILBUE-PI230; -0.5; -2.1; 22.7; 22.2; 300.0; 
GILBUE-PI230(7191) GID-T1-PI000(44035) #1; 5681; E.MART-PI230; 9526    #03; EMART-CER006; -0.1; -3.9; 3.2; 3.1; 40.0; 
GILBUE-PI230(7191) GID-T1-PI000(44035) #1; 7191; GILBUE-PI230; 7181    #01; B.JESU-PI230; 0.1; 0.5; 18.2; 18.3; 388.0; 
GILBUE-PI230(7191) GID-T1-PI000(44035) #1; 7181; B.JESU-PI230; 5681    #03; E.MART-PI230; 0.1; 0.3; 28.8; 28.8; 327.0; 
GILBUE-PI230(7191) GID-T1-PI000(44035) #1; 5570; S.J.PI-PI500; 7190    #05; GILBU2-PI500; 0.0; 0.0; 342.8; 342.8; 3600.0; 
GILBUE-PI230(7191) GID-T1-PI000(44035) #1; 7190; GILBU2-PI500; 7197    #02; GB-BR-CAP500; 0.0; 0.0; 1136.8; 1136.8; 2922.0; 
GILBUE-PI230(7191) GID-T1-PI000(44035) #1; 5570; S.J.PI-PI500; 43952    #05; SJ-SB1-PI500; 0.0; 0.0; 448.6; 448.6; 2046.0; 
GILBUE-PI069(7193) GID-T1-PI000(44035) #1; 7193; GILBUE-PI069; 44037    #02; GID-T2-PI000; 11.5; 100.2; 11.4; 22.9; 60.0; 
GILBUE-PI069(7193) GID-T1-PI000(44035) #1; 7191; GILBUE-PI230; 44037    #02; GID-T2-PI000; 11.5; 100.2; 11.4; 22.9; 60.0; 
GILBUE-PI069(7193) GID-T1-PI000(44035) #1; 7191; GILBUE-PI230; 44035    #01; GID-T1-PI000; -11.4; -100.0; 11.4; 0.0; 60.0; 
GILBUE-PI069(7193) GID-T1-PI000(44035) #1; 7190; GILBU2-PI500; 7191    #01; GILBUE-PI230; -0.5; -2.1; 22.7; 22.2; 300.0; 
GILBUE-PI069(7193) GID-T1-PI000(44035) #1; 5681; E.MART-PI230; 9526    #03; EMART-CER006; -0.1; -3.9; 3.2; 3.1; 40.0; 
GILBUE-PI069(7193) GID-T1-PI000(44035) #1; 7191; GILBUE-PI230; 7181    #01; B.JESU-PI230; 0.1; 0.5; 18.2; 18.3; 388.0; 
GILBUE-PI069(7193) GID-T1-PI000(44035) #1; 7181; B.JESU-PI230; 5681    #03; E.MART-PI230; 0.1; 0.3; 28.8; 28.8; 327.0; 
GILBUE-PI069(7193) GID-T1-PI000(44035) #1; 5570; S.J.PI-PI500; 7190    #05; GILBU2-PI500; 0.0; 0.0; 342.8; 342.8; 3600.0; 
GILBUE-PI069(7193) GID-T1-PI000(44035) #1; 7190; GILBU2-PI500; 7197    #02; GB-BR-CAP500; 0.0; 0.0; 1136.8; 1136.8; 2922.0; 
GILBUE-PI069(7193) GID-T1-PI000(44035) #1; 5570; S.J.PI-PI500; 43952    #05; SJ-SB1-PI500; 0.0; 0.0; 448.6; 448.6; 2046.0; 
GENDO2-BA500(6060) SOLSER-BA500(8714) #3; 7190; GILBU2-PI500; 7197    #02; GB-BR-CAP500; 117.4; 10.3; 1136.8; 1254.2; 2922.0; 
GENDO2-BA500(6060) SOLSER-BA500(8714) #3; 7197; GB-BR-CAP500; 6446    #02; BR-GB-CAP500; 116.6; 10.5; 1114.4; 1231.0; 3464.0; 
GENDO2-BA500(6060) SOLSER-BA500(8714) #3; 5570; S.J.PI-PI500; 5577    #02; SJ-SB2CAP500; -48.2; -10.0; 480.2; 432.0; 1992.0; 
GENDO2-BA500(6060) SOLSER-BA500(8714) #3; 5577; SJ-SB2CAP500; 6300    #02; SOBRAD-BA500; -43.2; -8.7; 496.1; 453.0; 1992.0; 
GENDO2-BA500(6060) SOLSER-BA500(8714) #3; 43952; SJ-SB1-PI500; 5572    #05; SJ-SB1CAP500; -36.0; -8.0; 448.6; 412.6; 2046.0; 
GENDO2-BA500(6060) SOLSER-BA500(8714) #3; 5570; S.J.PI-PI500; 43952    #05; SJ-SB1-PI500; -36.0; -8.0; 448.6; 412.6; 2046.0; 
GENDO2-BA500(6060) SOLSER-BA500(8714) #3; 5572; SJ-SB1CAP500; 6300    #05; SOBRAD-BA500; -34.5; -8.0; 430.1; 395.6; 2165.0; 
GENDO2-BA500(6060) SOLSER-BA500(8714) #3; 6640; CURRAL-PI500; 5325    #01; QUEIMA-PI500; -34.3; -11.1; 310.0; 275.7; 3464.0; 
GENDO2-BA500(6060) SOLSER-BA500(8714) #3; 5436; RGONCA-PI500; 5435    #03; RG-SJ1CAP500; -27.2; -10.8; 252.6; 225.4; 1992.0; 
GENDO2-BA500(6060) SOLSER-BA500(8714) #3; 5435; RG-SJ1CAP500; 5570    #03; S.J.PI-PI500; -26.6; -10.8; 247.3; 220.6; 1992.0; 
GENDO2-BA500(6060) GOR-T2-BA000(42394) #2; 6640; CURRAL-PI500; 5325    #01; QUEIMA-PI500; 0.2; 0.1; 310.0; 310.2; 3464.0; 
GENDO2-BA500(6060) GOR-T2-BA000(42394) #2; 7197; GB-BR-CAP500; 6446    #02; BR-GB-CAP500; -0.1; -0.0; 1114.4; 1114.3; 3464.0; 
GENDO2-BA500(6060) GOR-T2-BA000(42394) #2; 7190; GILBU2-PI500; 7197    #02; GB-BR-CAP500; -0.1; -0.0; 1136.8; 1136.7; 2922.0; 
GENDO2-BA500(6060) GOR-T2-BA000(42394) #2; 5380; MLG2---CE500; 7922    #01; S.SURU-PE500; -0.1; -0.0; 655.4; 655.3; 2186.0; 
GENDO2-BA500(6060) GOR-T2-BA000(42394) #2; 5570; S.J.PI-PI500; 5577    #02; SJ-SB2CAP500; -0.1; -0.0; 480.2; 480.1; 1992.0; 
GENDO2-BA500(6060) GOR-T2-BA000(42394) #2; 5577; SJ-SB2CAP500; 6300    #02; SOBRAD-BA500; -0.1; -0.0; 496.1; 496.0; 1992.0; 
GENDO2-BA500(6060) GOR-T2-BA000(42394) #2; 43952; SJ-SB1-PI500; 5572    #05; SJ-SB1CAP500; -0.1; -0.0; 448.6; 448.5; 2046.0; 
GENDO2-BA500(6060) GOR-T2-BA000(42394) #2; 5570; S.J.PI-PI500; 43952    #05; SJ-SB1-PI500; -0.1; -0.0; 448.6; 448.5; 2046.0; 
GENDO2-BA500(6060) GOR-T2-BA000(42394) #2; 5572; SJ-SB1CAP500; 6300    #05; SOBRAD-BA500; -0.1; -0.0; 430.1; 430.0; 2165.0; 
GENDO2-BA500(6060) GOR-T2-BA000(42394) #2; 5570; S.J.PI-PI500; 7190    #05; GILBU2-PI500; 0.1; 0.0; 342.8; 342.9; 3600.0; 
MIRACE-TO500(7200) MI-GR2CAP500(7203) #2; 7190; GILBU2-PI500; 7197    #02; GB-BR-CAP500; 25.6; 2.3; 1136.8; 1162.4; 2922.0; 
MIRACE-TO500(7200) MI-GR2CAP500(7203) #2; 7197; GB-BR-CAP500; 6446    #02; BR-GB-CAP500; 24.8; 2.2; 1114.4; 1139.2; 3464.0; 
MIRACE-TO500(7200) MI-GR2CAP500(7203) #2; 5436; RGONCA-PI500; 5435    #03; RG-SJ1CAP500; 9.4; 3.7; 252.6; 262.1; 1992.0; 
MIRACE-TO500(7200) MI-GR2CAP500(7203) #2; 5436; RGONCA-PI500; 5576    #04; RG-SJ2CAP500; 9.3; 3.6; 258.7; 268.0; 2104.0; 
MIRACE-TO500(7200) MI-GR2CAP500(7203) #2; 5435; RG-SJ1CAP500; 5570    #03; S.J.PI-PI500; 9.1; 3.7; 247.3; 256.3; 1992.0; 
MIRACE-TO500(7200) MI-GR2CAP500(7203) #2; 5576; RG-SJ2CAP500; 5570    #04; S.J.PI-PI500; 8.9; 3.5; 252.7; 261.7; 2511.0; 
MIRACE-TO500(7200) MI-GR2CAP500(7203) #2; 5570; S.J.PI-PI500; 43952    #05; SJ-SB1-PI500; 6.9; 1.5; 448.6; 455.5; 2046.0; 
MIRACE-TO500(7200) MI-GR2CAP500(7203) #2; 43952; SJ-SB1-PI500; 5572    #05; SJ-SB1CAP500; 6.9; 1.5; 448.6; 455.5; 2046.0; 
MIRACE-TO500(7200) MI-GR2CAP500(7203) #2; 5572; SJ-SB1CAP500; 6300    #05; SOBRAD-BA500; 6.3; 1.5; 430.1; 436.4; 2165.0; 
MIRACE-TO500(7200) MI-GR2CAP500(7203) #2; 5570; S.J.PI-PI500; 5577    #02; SJ-SB2CAP500; 6.0; 1.3; 480.2; 486.2; 1992.0; 
S.J.PI-PI500(5570) SJ-SB2CAP500(5577) #2; 5577; SJ-SB2CAP500; 6300    #02; SOBRAD-BA500; -215.8; -43.5; 496.1; 280.3; 1992.0; 
S.J.PI-PI500(5570) SJ-SB2CAP500(5577) #2; 43952; SJ-SB1-PI500; 5572    #05; SJ-SB1CAP500; 172.4; 38.4; 448.6; 621.0; 2046.0; 
S.J.PI-PI500(5570) SJ-SB2CAP500(5577) #2; 5570; S.J.PI-PI500; 43952    #05; SJ-SB1-PI500; 172.4; 38.4; 448.6; 621.0; 2046.0; 
S.J.PI-PI500(5570) SJ-SB2CAP500(5577) #2; 5572; SJ-SB1CAP500; 6300    #05; SOBRAD-BA500; 164.4; 38.2; 430.1; 594.5; 2165.0; 
S.J.PI-PI500(5570) SJ-SB2CAP500(5577) #2; 5380; MLG2---CE500; 7922    #01; S.SURU-PE500; 12.1; 1.9; 655.4; 667.5; 2186.0; 
S.J.PI-PI500(5570) SJ-SB2CAP500(5577) #2; 5570; S.J.PI-PI500; 7190    #05; GILBU2-PI500; 11.0; 3.2; 342.8; 353.8; 3600.0; 
S.J.PI-PI500(5570) SJ-SB2CAP500(5577) #2; 7190; GILBU2-PI500; 7197    #02; GB-BR-CAP500; 8.4; 0.7; 1136.8; 1145.2; 2922.0; 
S.J.PI-PI500(5570) SJ-SB2CAP500(5577) #2; 7197; GB-BR-CAP500; 6446    #02; BR-GB-CAP500; 8.3; 0.7; 1114.4; 1122.7; 3464.0; 
S.J.PI-PI500(5570) SJ-SB2CAP500(5577) #2; 6640; CURRAL-PI500; 5325    #01; QUEIMA-PI500; 7.7; 2.5; 310.0; 317.7; 3464.0; 
S.J.PI-PI500(5570) SJ-SB2CAP500(5577) #2; 5510; B.ESPE-PI500; 5580    #07; P.DUTR-MA500; -7.3; -2.9; 256.1; 248.8; 1732.0; 
SPELAD-PA500(6754) SPLAT2-PA000(7263) #2; 5436; RGONCA-PI500; 5437    #01; RG-CO1CAP500; -0.0; -0.0; 241.4; 241.4; 1992.0; 
SPELAD-PA500(6754) SPLAT2-PA000(7263) #2; 5436; RGONCA-PI500; 5575    #02; RG-CO2CAP500; -0.0; -0.0; 241.3; 241.2; 2104.0; 
SPELAD-PA500(6754) SPLAT2-PA000(7263) #2; 5679; PNBIII-PI500; 9525    #10; PNB3--CER020; -0.0; -0.0; 85.5; 85.4; 300.0; 
SPELAD-PA500(6754) SPLAT2-PA000(7263) #2; 5436; RGONCA-PI500; 5576    #04; RG-SJ2CAP500; 0.0; 0.0; 258.7; 258.7; 2104.0; 
SPELAD-PA500(6754) SPLAT2-PA000(7263) #2; 5436; RGONCA-PI500; 5435    #03; RG-SJ1CAP500; 0.0; 0.0; 252.6; 252.7; 1992.0; 
SPELAD-PA500(6754) SPLAT2-PA000(7263) #2; 5576; RG-SJ2CAP500; 5570    #04; S.J.PI-PI500; 0.0; 0.0; 252.7; 252.7; 2511.0; 
SPELAD-PA500(6754) SPLAT2-PA000(7263) #2; 5435; RG-SJ1CAP500; 5570    #03; S.J.PI-PI500; 0.0; 0.0; 247.3; 247.3; 1992.0; 
SPELAD-PA500(6754) SPLAT2-PA000(7263) #2; 5570; S.J.PI-PI500; 43952    #05; SJ-SB1-PI500; 0.0; 0.0; 448.6; 448.6; 2046.0; 
SPELAD-PA500(6754) SPLAT2-PA000(7263) #2; 43952; SJ-SB1-PI500; 5572    #05; SJ-SB1CAP500; 0.0; 0.0; 448.6; 448.6; 2046.0; 
SPELAD-PA500(6754) SPLAT2-PA000(7263) #2; 5480; SOBRA3-CE500; 9516    #03; SOBRALCER016; -0.0; -0.0; 65.5; 65.5; 250.0; 
GID-T2-PI013(44038) GID-T2-PI000(44037) #2; 5570; S.J.PI-PI500; 43953    #06; SJ-BEA-PI500; -0.0; -0.0; 277.2; 277.2; 1559.0; 
GID-T2-PI013(44038) GID-T2-PI000(44037) #2; 5480; SOBRA3-CE500; 9516    #03; SOBRALCER016; -0.0; -0.0; 65.5; 65.5; 250.0; 
GID-T2-PI013(44038) GID-T2-PI000(44037) #2; 6641; CURRAL-PI230; 5303    #03; CHAPA1-PI230; -0.0; -0.0; 48.3; 48.3; 9999.0; 
GID-T2-PI013(44038) GID-T2-PI000(44037) #2; 5327; CHAPA1-PI138; 8354    #01; CHA1PE-PI138; -0.0; -0.0; 55.7; 55.7; 9999.0; 
GID-T2-PI013(44038) GID-T2-PI000(44037) #2; 6631; CHAPA2-PI230; 5305    #01; CHAPA3-PI230; -0.0; -0.0; 23.9; 23.9; 409.0; 
GID-T2-PI013(44038) GID-T2-PI000(44037) #2; 5577; SJ-SB2CAP500; 6300    #02; SOBRAD-BA500; -0.0; -0.0; 496.1; 496.1; 1992.0; 
GID-T2-PI013(44038) GID-T2-PI000(44037) #2; 6640; CURRAL-PI500; 5325    #01; QUEIMA-PI500; -0.0; -0.0; 310.0; 310.0; 3464.0; 
GID-T2-PI013(44038) GID-T2-PI000(44037) #2; 5303; CHAPA1-PI230; 44586    #03; CHAPT1-PI000; -0.0; -0.0; 31.5; 31.5; 200.0; 
GID-T2-PI013(44038) GID-T2-PI000(44037) #2; 5303; CHAPA1-PI230; 44587    #04; CHAPT2-PI000; -0.0; -0.0; 31.5; 31.5; 200.0; 
GID-T2-PI013(44038) GID-T2-PI000(44037) #2; 5503; TERESI-PI069; 8035    #01; TSA.MA-PI069; 0.0; 0.0; 169.7; 169.7; 9999.0; 
GENDO2-BA500(6060) BURITI-BA500(6075) #7; 6640; CURRAL-PI500; 5325    #01; QUEIMA-PI500; -72.3; -23.3; 310.0; 237.7; 3464.0; 
GENDO2-BA500(6060) BURITI-BA500(6075) #7; 5570; S.J.PI-PI500; 5577    #02; SJ-SB2CAP500; 51.5; 10.7; 480.2; 531.7; 1992.0; 
GENDO2-BA500(6060) BURITI-BA500(6075) #7; 5577; SJ-SB2CAP500; 6300    #02; SOBRAD-BA500; 45.3; 9.1; 496.1; 541.4; 1992.0; 
GENDO2-BA500(6060) BURITI-BA500(6075) #7; 5570; S.J.PI-PI500; 43952    #05; SJ-SB1-PI500; 44.2; 9.9; 448.6; 492.8; 2046.0; 
GENDO2-BA500(6060) BURITI-BA500(6075) #7; 43952; SJ-SB1-PI500; 5572    #05; SJ-SB1CAP500; 44.2; 9.9; 448.6; 492.8; 2046.0; 
GENDO2-BA500(6060) BURITI-BA500(6075) #7; 5572; SJ-SB1CAP500; 6300    #05; SOBRAD-BA500; 41.6; 9.7; 430.1; 471.7; 2165.0; 
GENDO2-BA500(6060) BURITI-BA500(6075) #7; 5380; MLG2---CE500; 7922    #01; S.SURU-PE500; 30.0; 4.6; 655.4; 685.4; 2186.0; 
GENDO2-BA500(6060) BURITI-BA500(6075) #7; 7190; GILBU2-PI500; 7197    #02; GB-BR-CAP500; 27.2; 2.4; 1136.8; 1164.0; 2922.0; 
GENDO2-BA500(6060) BURITI-BA500(6075) #7; 7197; GB-BR-CAP500; 6446    #02; BR-GB-CAP500; 26.9; 2.4; 1114.4; 1141.3; 3464.0; 
GENDO2-BA500(6060) BURITI-BA500(6075) #7; 5570; S.J.PI-PI500; 6640    #01; CURRAL-PI500; 20.9; 5.9; 351.6; 372.5; 1992.0; 
MIRACE-TO500(7200) LAJEAD-TO500(7204) #2; 5436; RGONCA-PI500; 5437    #01; RG-CO1CAP500; -1.2; -0.5; 241.4; 240.2; 1992.0; 
MIRACE-TO500(7200) LAJEAD-TO500(7204) #2; 5436; RGONCA-PI500; 5575    #02; RG-CO2CAP500; -1.2; -0.5; 241.3; 240.1; 2104.0; 
MIRACE-TO500(7200) LAJEAD-TO500(7204) #2; 5436; RGONCA-PI500; 5576    #04; RG-SJ2CAP500; 1.1; 0.4; 258.7; 259.8; 2104.0; 
