 sep=;
Ctg ID; From Bus; From Name; To Bus - ID; To Name; Flow Change (MVA); Flow Change (%); Flow BCase (MVA); Flow Ctg (MVA); Rating (MVA); 
BURITI-BA500(6075) QUEIMA-PI500(5325) #2; 6640; CURRAL-PI500; 5380    #04; MLG2---CE500; 12.2; 3.7; 325.5; 337.6; 1992.0; 
BURITI-BA500(6075) QUEIMA-PI500(5325) #2; 5408; MILAGR-CE500; 5380    #04; MLG2---CE500; -11.8; -5.5; 214.9; 203.1; 1992.0; 
SGT3-1-PI000(8952) SGT3-2-PI000(8953) #3; 8954; SGT3-3-PI000; 8955    #03; SGT3-4-PI000; 48.9; 99.2; 49.3; 98.1; 9999.0; 
SGT3-1-PI000(8952) SGT3-2-PI000(8953) #3; 8952; SGT3-1-PI000; 8955    #03; SGT3-4-PI000; 48.7; 98.9; 49.2; 97.8; 9999.0; 
SGT3-1-PI000(8952) SGT3-2-PI000(8953) #3; 8953; SGT3-2-PI000; 8954    #03; SGT3-3-PI000; 30.3; 311.8; 9.7; 40.0; 9999.0; 
SGT3-1-PI000(8952) SGT3-2-PI000(8953) #3; 8188; S.GONC-PI500; 8952    #03; SGT3-1-PI000; -0.6; -0.6; 98.5; 97.9; 9999.0; 
SGT3-1-PI000(8952) SGT3-2-PI000(8953) #3; 7190; GILBU2-PI500; 8188    #04; S.GONC-PI500; -0.5; -0.1; 359.5; 359.0; 9999.0; 
SGT3-1-PI000(8952) SGT3-2-PI000(8953) #3; 8953; SGT3-2-PI000; 8767    #03; SGON-5-PI034; -0.3; -0.8; 40.6; 40.3; 9999.0; 
SGT3-1-PI000(8952) SGT3-2-PI000(8953) #3; 8954; SGT3-3-PI000; 8951    #03; SGON-6-PI034; -0.2; -0.4; 58.9; 58.7; 9999.0; 
SGT3-1-PI000(8952) SGT3-2-PI000(8953) #3; 8950; SGON-6UFV072; 8951    #01; SGON-6-PI034; 0.2; 0.4; 58.8; 59.0; 9999.0; 
SGT3-1-PI000(8952) SGT3-2-PI000(8953) #3; 8767; SGON-5-PI034; 8766    #01; SGON-5UFV048; 0.2; 0.5; 39.2; 39.3; 9999.0; 
SGT3-1-PI000(8952) SGT3-2-PI000(8953) #3; 7190; GILBU2-PI500; 7197    #02; GB-BR-CAP500; 0.1; 0.0; 1136.8; 1137.0; 2922.0; 
MIRACE-TO500(7200) CO-MI2CAP500(7303) #2; 5436; RGONCA-PI500; 5435    #03; RG-SJ1CAP500; 28.9; 11.5; 252.6; 281.6; 1992.0; 
MIRACE-TO500(7200) CO-MI2CAP500(7303) #2; 5436; RGONCA-PI500; 5576    #04; RG-SJ2CAP500; 28.9; 11.2; 258.7; 287.6; 2104.0; 
MIRACE-TO500(7200) CO-MI2CAP500(7303) #2; 5435; RG-SJ1CAP500; 5570    #03; S.J.PI-PI500; 27.5; 11.1; 247.3; 274.8; 1992.0; 
MIRACE-TO500(7200) CO-MI2CAP500(7303) #2; 5576; RG-SJ2CAP500; 5570    #04; S.J.PI-PI500; 27.4; 10.8; 252.7; 280.1; 2511.0; 
MIRACE-TO500(7200) CO-MI2CAP500(7303) #2; 5570; S.J.PI-PI500; 7190    #05; GILBU2-PI500; 17.3; 5.0; 342.8; 360.1; 3600.0; 
MIRACE-TO500(7200) CO-MI2CAP500(7303) #2; 5570; S.J.PI-PI500; 43952    #05; SJ-SB1-PI500; 16.4; 3.6; 448.6; 465.0; 2046.0; 
MIRACE-TO500(7200) CO-MI2CAP500(7303) #2; 43952; SJ-SB1-PI500; 5572    #05; SJ-SB1CAP500; 16.4; 3.6; 448.6; 465.0; 2046.0; 
MIRACE-TO500(7200) CO-MI2CAP500(7303) #2; 5572; SJ-SB1CAP500; 6300    #05; SOBRAD-BA500; 14.5; 3.4; 430.1; 444.6; 2165.0; 
MIRACE-TO500(7200) CO-MI2CAP500(7303) #2; 6640; CURRAL-PI500; 5325    #01; QUEIMA-PI500; 12.0; 3.9; 310.0; 322.0; 3464.0; 
MIRACE-TO500(7200) CO-MI2CAP500(7303) #2; 5570; S.J.PI-PI500; 5577    #02; SJ-SB2CAP500; 9.8; 2.0; 480.2; 489.9; 1992.0; 
MIRACE-TO500(7200) MIRACE-TO000(7208) #1; 5436; RGONCA-PI500; 5435    #03; RG-SJ1CAP500; -0.1; -0.1; 252.6; 252.5; 1992.0; 
MIRACE-TO500(7200) MIRACE-TO000(7208) #1; 5436; RGONCA-PI500; 5576    #04; RG-SJ2CAP500; -0.1; -0.1; 258.7; 258.6; 2104.0; 
MIRACE-TO500(7200) MIRACE-TO000(7208) #1; 5435; RG-SJ1CAP500; 5570    #03; S.J.PI-PI500; -0.1; -0.1; 247.3; 247.1; 1992.0; 
MIRACE-TO500(7200) MIRACE-TO000(7208) #1; 5570; S.J.PI-PI500; 7190    #05; GILBU2-PI500; -0.1; -0.0; 342.8; 342.7; 3600.0; 
MIRACE-TO500(7200) MIRACE-TO000(7208) #1; 5576; RG-SJ2CAP500; 5570    #04; S.J.PI-PI500; -0.1; -0.1; 252.7; 252.6; 2511.0; 
MIRACE-TO500(7200) MIRACE-TO000(7208) #1; 43952; SJ-SB1-PI500; 5572    #05; SJ-SB1CAP500; -0.1; -0.0; 448.6; 448.5; 2046.0; 
MIRACE-TO500(7200) MIRACE-TO000(7208) #1; 5570; S.J.PI-PI500; 43952    #05; SJ-SB1-PI500; -0.1; -0.0; 448.6; 448.5; 2046.0; 
MIRACE-TO500(7200) MIRACE-TO000(7208) #1; 5572; SJ-SB1CAP500; 6300    #05; SOBRAD-BA500; -0.1; -0.0; 430.1; 430.0; 2165.0; 
MIRACE-TO500(7200) MIRACE-TO000(7208) #1; 5436; RGONCA-PI500; 5575    #02; RG-CO2CAP500; -0.1; -0.0; 241.3; 241.2; 2104.0; 
MIRACE-TO500(7200) MIRACE-TO000(7208) #1; 5570; S.J.PI-PI500; 5577    #02; SJ-SB2CAP500; -0.1; -0.0; 480.2; 480.1; 1992.0; 
MIRACEPCH138(7202) MIRACE-TO000(7208) #1; 5436; RGONCA-PI500; 5435    #03; RG-SJ1CAP500; -0.1; -0.1; 252.6; 252.5; 1992.0; 
MIRACEPCH138(7202) MIRACE-TO000(7208) #1; 5436; RGONCA-PI500; 5576    #04; RG-SJ2CAP500; -0.1; -0.1; 258.7; 258.6; 2104.0; 
MIRACEPCH138(7202) MIRACE-TO000(7208) #1; 5435; RG-SJ1CAP500; 5570    #03; S.J.PI-PI500; -0.1; -0.1; 247.3; 247.1; 1992.0; 
MIRACEPCH138(7202) MIRACE-TO000(7208) #1; 5570; S.J.PI-PI500; 7190    #05; GILBU2-PI500; -0.1; -0.0; 342.8; 342.7; 3600.0; 
MIRACEPCH138(7202) MIRACE-TO000(7208) #1; 5576; RG-SJ2CAP500; 5570    #04; S.J.PI-PI500; -0.1; -0.1; 252.7; 252.6; 2511.0; 
MIRACEPCH138(7202) MIRACE-TO000(7208) #1; 43952; SJ-SB1-PI500; 5572    #05; SJ-SB1CAP500; -0.1; -0.0; 448.6; 448.5; 2046.0; 
MIRACEPCH138(7202) MIRACE-TO000(7208) #1; 5570; S.J.PI-PI500; 43952    #05; SJ-SB1-PI500; -0.1; -0.0; 448.6; 448.5; 2046.0; 
MIRACEPCH138(7202) MIRACE-TO000(7208) #1; 5572; SJ-SB1CAP500; 6300    #05; SOBRAD-BA500; -0.1; -0.0; 430.1; 430.0; 2165.0; 
MIRACEPCH138(7202) MIRACE-TO000(7208) #1; 5436; RGONCA-PI500; 5575    #02; RG-CO2CAP500; -0.1; -0.0; 241.3; 241.2; 2104.0; 
MIRACEPCH138(7202) MIRACE-TO000(7208) #1; 5570; S.J.PI-PI500; 5577    #02; SJ-SB2CAP500; -0.1; -0.0; 480.2; 480.1; 1992.0; 
MIRACE-TO013(7205) MIRACE-TO000(7208) #1; 5570; S.J.PI-PI500; 43953    #06; SJ-BEA-PI500; -0.0; -0.0; 277.2; 277.2; 1559.0; 
MIRACE-TO013(7205) MIRACE-TO000(7208) #1; 5570; S.J.PI-PI500; 43952    #05; SJ-SB1-PI500; 0.0; 0.0; 448.6; 448.6; 2046.0; 
MIRACE-TO013(7205) MIRACE-TO000(7208) #1; 8953; SGT3-2-PI000; 8954    #03; SGT3-3-PI000; 0.0; 0.0; 9.7; 9.7; 9999.0; 
MIRACE-TO013(7205) MIRACE-TO000(7208) #1; 6641; CURRAL-PI230; 5303    #03; CHAPA1-PI230; -0.0; -0.0; 48.3; 48.3; 9999.0; 
MIRACE-TO013(7205) MIRACE-TO000(7208) #1; 5480; SOBRA3-CE500; 9516    #03; SOBRALCER016; -0.0; -0.0; 65.5; 65.5; 250.0; 
MIRACE-TO013(7205) MIRACE-TO000(7208) #1; 8432; SGT1-2-PI000; 8433    #01; SGT1-3-PI000; -0.0; -0.0; 0.6; 0.6; 9999.0; 
MIRACE-TO013(7205) MIRACE-TO000(7208) #1; 5571; S.J.PI-PI230; 8409    #01; GRAVIO-PI230; -0.0; -0.0; 135.1; 135.1; 9999.0; 
MIRACE-TO013(7205) MIRACE-TO000(7208) #1; 6631; CHAPA2-PI230; 5305    #01; CHAPA3-PI230; -0.0; -0.0; 23.9; 23.9; 409.0; 
MIRACE-TO013(7205) MIRACE-TO000(7208) #1; 5327; CHAPA1-PI138; 8355    #01; CHA1PI-PI138; 0.0; 0.0; 6.2; 6.2; 9999.0; 
MIRACE-TO013(7205) MIRACE-TO000(7208) #1; 5577; SJ-SB2CAP500; 6300    #02; SOBRAD-BA500; -0.0; -0.0; 496.1; 496.1; 1992.0; 
SGT3-1-PI000(8952) SGT3-4-PI000(8955) #3; 8954; SGT3-3-PI000; 8955    #03; SGT3-4-PI000; -49.3; -100.0; 49.3; 0.0; 9999.0; 
SGT3-1-PI000(8952) SGT3-4-PI000(8955) #3; 8952; SGT3-1-PI000; 8953    #03; SGT3-2-PI000; 48.9; 99.1; 49.3; 98.1; 9999.0; 
SGT3-1-PI000(8952) SGT3-4-PI000(8955) #3; 8953; SGT3-2-PI000; 8954    #03; SGT3-3-PI000; 48.6; 500.2; 9.7; 58.3; 9999.0; 
SGT3-1-PI000(8952) SGT3-4-PI000(8955) #3; 8188; S.GONC-PI500; 8952    #03; SGT3-1-PI000; -0.6; -0.6; 98.5; 97.9; 9999.0; 
SGT3-1-PI000(8952) SGT3-4-PI000(8955) #3; 7190; GILBU2-PI500; 8188    #04; S.GONC-PI500; -0.5; -0.1; 359.5; 359.0; 9999.0; 
SGT3-1-PI000(8952) SGT3-4-PI000(8955) #3; 8953; SGT3-2-PI000; 8767    #03; SGON-5-PI034; -0.3; -0.8; 40.6; 40.3; 9999.0; 
SGT3-1-PI000(8952) SGT3-4-PI000(8955) #3; 8954; SGT3-3-PI000; 8951    #03; SGON-6-PI034; -0.2; -0.4; 58.9; 58.7; 9999.0; 
SGT3-1-PI000(8952) SGT3-4-PI000(8955) #3; 8950; SGON-6UFV072; 8951    #01; SGON-6-PI034; 0.2; 0.4; 58.8; 59.0; 9999.0; 
SGT3-1-PI000(8952) SGT3-4-PI000(8955) #3; 8767; SGON-5-PI034; 8766    #01; SGON-5UFV048; 0.2; 0.5; 39.2; 39.3; 9999.0; 
SGT3-1-PI000(8952) SGT3-4-PI000(8955) #3; 7190; GILBU2-PI500; 7197    #02; GB-BR-CAP500; 0.1; 0.0; 1136.8; 1137.0; 2922.0; 
SGT1-1-PI000(8366) SGT1-2-PI000(8432) #1; 8366; SGT1-1-PI000; 8434    #01; SGT1-4-PI000; 66.1; 100.1; 66.0; 132.1; 9999.0; 
SGT1-1-PI000(8366) SGT1-2-PI000(8432) #1; 8433; SGT1-3-PI000; 8434    #01; SGT1-4-PI000; 66.1; 100.1; 66.0; 132.1; 9999.0; 
SGT1-1-PI000(8366) SGT1-2-PI000(8432) #1; 8432; SGT1-2-PI000; 8433    #01; SGT1-3-PI000; 65.3; 10158.4; 0.6; 66.0; 9999.0; 
SGT1-1-PI000(8366) SGT1-2-PI000(8432) #1; 7190; GILBU2-PI500; 8188    #04; S.GONC-PI500; -0.2; -0.1; 359.5; 359.3; 9999.0; 
SGT1-1-PI000(8366) SGT1-2-PI000(8432) #1; 7190; GILBU2-PI500; 7197    #02; GB-BR-CAP500; 0.1; 0.0; 1136.8; 1136.9; 2922.0; 
SGT1-1-PI000(8366) SGT1-2-PI000(8432) #1; 5570; S.J.PI-PI500; 7190    #05; GILBU2-PI500; 0.1; 0.0; 342.8; 342.9; 3600.0; 
SGT1-1-PI000(8366) SGT1-2-PI000(8432) #1; 8188; S.GONC-PI500; 8366    #01; SGT1-1-PI000; 0.1; 0.0; 132.1; 132.1; 9999.0; 
SGT1-1-PI000(8366) SGT1-2-PI000(8432) #1; 8188; S.GONC-PI500; 8952    #03; SGT3-1-PI000; 0.1; 0.1; 98.5; 98.5; 9999.0; 
SGT1-1-PI000(8366) SGT1-2-PI000(8432) #1; 5570; S.J.PI-PI500; 43952    #05; SJ-SB1-PI500; 0.0; 0.0; 448.6; 448.6; 2046.0; 
SGT1-1-PI000(8366) SGT1-2-PI000(8432) #1; 43952; SJ-SB1-PI500; 5572    #05; SJ-SB1CAP500; 0.0; 0.0; 448.6; 448.6; 2046.0; 
MIRACE-TO500(7200) MR-GR3CAP500(7209) #3; 7190; GILBU2-PI500; 7197    #02; GB-BR-CAP500; 30.4; 2.7; 1136.8; 1167.3; 2922.0; 
MIRACE-TO500(7200) MR-GR3CAP500(7209) #3; 7197; GB-BR-CAP500; 6446    #02; BR-GB-CAP500; 29.4; 2.6; 1114.4; 1143.8; 3464.0; 
MIRACE-TO500(7200) MR-GR3CAP500(7209) #3; 5436; RGONCA-PI500; 5435    #03; RG-SJ1CAP500; 11.3; 4.5; 252.6; 263.9; 1992.0; 
MIRACE-TO500(7200) MR-GR3CAP500(7209) #3; 5436; RGONCA-PI500; 5576    #04; RG-SJ2CAP500; 11.1; 4.3; 258.7; 269.8; 2104.0; 
MIRACE-TO500(7200) MR-GR3CAP500(7209) #3; 5435; RG-SJ1CAP500; 5570    #03; S.J.PI-PI500; 10.8; 4.4; 247.3; 258.1; 1992.0; 
MIRACE-TO500(7200) MR-GR3CAP500(7209) #3; 5576; RG-SJ2CAP500; 5570    #04; S.J.PI-PI500; 10.7; 4.2; 252.7; 263.4; 2511.0; 
MIRACE-TO500(7200) MR-GR3CAP500(7209) #3; 5570; S.J.PI-PI500; 43952    #05; SJ-SB1-PI500; 8.3; 1.8; 448.6; 456.9; 2046.0; 
MIRACE-TO500(7200) MR-GR3CAP500(7209) #3; 43952; SJ-SB1-PI500; 5572    #05; SJ-SB1CAP500; 8.3; 1.8; 448.6; 456.9; 2046.0; 
MIRACE-TO500(7200) MR-GR3CAP500(7209) #3; 5572; SJ-SB1CAP500; 6300    #05; SOBRAD-BA500; 7.6; 1.8; 430.1; 437.6; 2165.0; 
MIRACE-TO500(7200) MR-GR3CAP500(7209) #3; 5570; S.J.PI-PI500; 5577    #02; SJ-SB2CAP500; 7.2; 1.5; 480.2; 487.4; 1992.0; 
BARREI-BA500(6360) BR-GB-CAP500(6446) #2; 7190; GILBU2-PI500; 7197    #02; GB-BR-CAP500; -294.2; -25.9; 1136.8; 842.6; 2922.0; 
BARREI-BA500(6360) BR-GB-CAP500(6446) #2; 7197; GB-BR-CAP500; 6446    #02; BR-GB-CAP500; -286.6; -25.7; 1114.4; 827.8; 3464.0; 
BARREI-BA500(6360) BR-GB-CAP500(6446) #2; 5570; S.J.PI-PI500; 7190    #05; GILBU2-PI500; -48.2; -14.1; 342.8; 294.6; 3600.0; 
BARREI-BA500(6360) BR-GB-CAP500(6446) #2; 5570; S.J.PI-PI500; 5577    #02; SJ-SB2CAP500; 17.7; 3.7; 480.2; 497.8; 1992.0; 
BARREI-BA500(6360) BR-GB-CAP500(6446) #2; 5577; SJ-SB2CAP500; 6300    #02; SOBRAD-BA500; 15.9; 3.2; 496.1; 512.0; 1992.0; 
BARREI-BA500(6360) BR-GB-CAP500(6446) #2; 5570; S.J.PI-PI500; 43952    #05; SJ-SB1-PI500; 13.7; 3.1; 448.6; 462.3; 2046.0; 
BARREI-BA500(6360) BR-GB-CAP500(6446) #2; 43952; SJ-SB1-PI500; 5572    #05; SJ-SB1CAP500; 13.7; 3.1; 448.6; 462.3; 2046.0; 
BARREI-BA500(6360) BR-GB-CAP500(6446) #2; 5572; SJ-SB1CAP500; 6300    #05; SOBRAD-BA500; 13.1; 3.0; 430.1; 443.1; 2165.0; 
BARREI-BA500(6360) BR-GB-CAP500(6446) #2; 6640; CURRAL-PI500; 5325    #01; QUEIMA-PI500; 7.4; 2.4; 310.0; 317.4; 3464.0; 
BARREI-BA500(6360) BR-GB-CAP500(6446) #2; 5436; RGONCA-PI500; 5435    #03; RG-SJ1CAP500; -6.7; -2.6; 252.6; 245.9; 1992.0; 
B.JESU-PI230(7181) BJE-T1-PI000(44027) #1; 7181; B.JESU-PI230; 44029    #02; BJE-T2-PI000; 5.9; 100.8; 5.9; 11.8; 60.0; 
B.JESU-PI230(7181) BJE-T1-PI000(44027) #1; 7183; B.JESU-PI069; 44029    #02; BJE-T2-PI000; 5.8; 100.0; 5.8; 11.7; 60.0; 
B.JESU-PI230(7181) BJE-T1-PI000(44027) #1; 7183; B.JESU-PI069; 44027    #01; BJE-T1-PI000; -5.8; -100.0; 5.8; 0.0; 60.0; 
B.JESU-PI230(7181) BJE-T1-PI000(44027) #1; 5681; E.MART-PI230; 9526    #03; EMART-CER006; -0.1; -3.4; 3.2; 3.1; 40.0; 
B.JESU-PI230(7181) BJE-T1-PI000(44027) #1; 7190; GILBU2-PI500; 7191    #01; GILBUE-PI230; -0.1; -0.3; 22.7; 22.6; 300.0; 
B.JESU-PI230(7181) BJE-T1-PI000(44027) #1; 7181; B.JESU-PI230; 5681    #03; E.MART-PI230; 0.1; 0.2; 28.8; 28.8; 327.0; 
B.JESU-PI230(7181) BJE-T1-PI000(44027) #1; 7191; GILBUE-PI230; 7181    #01; B.JESU-PI230; -0.1; -0.3; 18.2; 18.2; 388.0; 
B.JESU-PI230(7181) BJE-T1-PI000(44027) #1; 5570; S.J.PI-PI500; 7190    #05; GILBU2-PI500; 0.0; 0.0; 342.8; 342.8; 3600.0; 
B.JESU-PI230(7181) BJE-T1-PI000(44027) #1; 5570; S.J.PI-PI500; 43952    #05; SJ-SB1-PI500; 0.0; 0.0; 448.6; 448.6; 2046.0; 
B.JESU-PI230(7181) BJE-T1-PI000(44027) #1; 43952; SJ-SB1-PI500; 5572    #05; SJ-SB1CAP500; 0.0; 0.0; 448.6; 448.6; 2046.0; 
MIRACE-TO500(7200) MIRAC2-TO000(7210) #2; 5436; RGONCA-PI500; 5437    #01; RG-CO1CAP500; 0.4; 0.2; 241.4; 241.8; 1992.0; 
MIRACE-TO500(7200) MIRAC2-TO000(7210) #2; 5436; RGONCA-PI500; 5575    #02; RG-CO2CAP500; 0.4; 0.2; 241.3; 241.6; 2104.0; 
MIRACE-TO500(7200) MIRAC2-TO000(7210) #2; 5436; RGONCA-PI500; 5576    #04; RG-SJ2CAP500; -0.3; -0.1; 258.7; 258.4; 2104.0; 
MIRACE-TO500(7200) MIRAC2-TO000(7210) #2; 5436; RGONCA-PI500; 5435    #03; RG-SJ1CAP500; -0.3; -0.1; 252.6; 252.3; 1992.0; 
MIRACE-TO500(7200) MIRAC2-TO000(7210) #2; 5576; RG-SJ2CAP500; 5570    #04; S.J.PI-PI500; -0.3; -0.1; 252.7; 252.4; 2511.0; 
MIRACE-TO500(7200) MIRAC2-TO000(7210) #2; 5435; RG-SJ1CAP500; 5570    #03; S.J.PI-PI500; -0.3; -0.1; 247.3; 247.0; 1992.0; 
MIRACE-TO500(7200) MIRAC2-TO000(7210) #2; 43952; SJ-SB1-PI500; 5572    #05; SJ-SB1CAP500; -0.2; -0.1; 448.6; 448.4; 2046.0; 
MIRACE-TO500(7200) MIRAC2-TO000(7210) #2; 5570; S.J.PI-PI500; 43952    #05; SJ-SB1-PI500; -0.2; -0.1; 448.6; 448.4; 2046.0; 
MIRACE-TO500(7200) MIRAC2-TO000(7210) #2; 5572; SJ-SB1CAP500; 6300    #05; SOBRAD-BA500; -0.2; -0.0; 430.1; 429.9; 2165.0; 
MIRACE-TO500(7200) MIRAC2-TO000(7210) #2; 5679; PNBIII-PI500; 9525    #10; PNB3--CER020; 0.2; 0.2; 85.5; 85.6; 300.0; 
CURRAL-PI500(6640) QUEIMA-PI500(5325) #1; 5570; S.J.PI-PI500; 6640    #01; CURRAL-PI500; 90.3; 25.7; 351.6; 442.0; 1992.0; 
CURRAL-PI500(6640) QUEIMA-PI500(5325) #1; 6640; CURRAL-PI500; 5380    #04; MLG2---CE500; 75.2; 23.1; 325.5; 400.7; 1992.0; 
CURRAL-PI500(6640) QUEIMA-PI500(5325) #1; 5380; MLG2---CE500; 5325    #03; QUEIMA-PI500; 31.7; 16.7; 190.0; 221.8; 3464.0; 
CURRAL-PI500(6640) QUEIMA-PI500(5325) #1; 5570; S.J.PI-PI500; 43952    #05; SJ-SB1-PI500; 27.5; 6.1; 448.6; 476.1; 2046.0; 
CURRAL-PI500(6640) QUEIMA-PI500(5325) #1; 43952; SJ-SB1-PI500; 5572    #05; SJ-SB1CAP500; 27.5; 6.1; 448.6; 476.1; 2046.0; 
CURRAL-PI500(6640) QUEIMA-PI500(5325) #1; 5570; S.J.PI-PI500; 7190    #05; GILBU2-PI500; 26.8; 7.8; 342.8; 369.6; 3600.0; 
CURRAL-PI500(6640) QUEIMA-PI500(5325) #1; 5572; SJ-SB1CAP500; 6300    #05; SOBRAD-BA500; 25.0; 5.8; 430.1; 455.0; 2165.0; 
CURRAL-PI500(6640) QUEIMA-PI500(5325) #1; 5570; S.J.PI-PI500; 5577    #02; SJ-SB2CAP500; 22.8; 4.7; 480.2; 503.0; 1992.0; 
CURRAL-PI500(6640) QUEIMA-PI500(5325) #1; 6641; CURRAL-PI230; 6640    #03; CURRAL-PI500; -21.2; -8.0; 264.2; 243.0; 720.0; 
CURRAL-PI500(6640) QUEIMA-PI500(5325) #1; 6641; CURRAL-PI230; 6640    #01; CURRAL-PI500; -17.9; -8.0; 222.9; 205.0; 600.0; 
MIRACEPCH138(7202) MIRAC2-TO000(7210) #2; 5436; RGONCA-PI500; 5437    #01; RG-CO1CAP500; 0.4; 0.2; 241.4; 241.8; 1992.0; 
MIRACEPCH138(7202) MIRAC2-TO000(7210) #2; 5436; RGONCA-PI500; 5575    #02; RG-CO2CAP500; 0.4; 0.2; 241.3; 241.6; 2104.0; 
MIRACEPCH138(7202) MIRAC2-TO000(7210) #2; 5436; RGONCA-PI500; 5576    #04; RG-SJ2CAP500; -0.3; -0.1; 258.7; 258.4; 2104.0; 
MIRACEPCH138(7202) MIRAC2-TO000(7210) #2; 5436; RGONCA-PI500; 5435    #03; RG-SJ1CAP500; -0.3; -0.1; 252.6; 252.3; 1992.0; 
MIRACEPCH138(7202) MIRAC2-TO000(7210) #2; 5576; RG-SJ2CAP500; 5570    #04; S.J.PI-PI500; -0.3; -0.1; 252.7; 252.4; 2511.0; 
MIRACEPCH138(7202) MIRAC2-TO000(7210) #2; 5435; RG-SJ1CAP500; 5570    #03; S.J.PI-PI500; -0.3; -0.1; 247.3; 247.0; 1992.0; 
MIRACEPCH138(7202) MIRAC2-TO000(7210) #2; 43952; SJ-SB1-PI500; 5572    #05; SJ-SB1CAP500; -0.2; -0.1; 448.6; 448.4; 2046.0; 
MIRACEPCH138(7202) MIRAC2-TO000(7210) #2; 5570; S.J.PI-PI500; 43952    #05; SJ-SB1-PI500; -0.2; -0.1; 448.6; 448.4; 2046.0; 
MIRACEPCH138(7202) MIRAC2-TO000(7210) #2; 5572; SJ-SB1CAP500; 6300    #05; SOBRAD-BA500; -0.2; -0.0; 430.1; 429.9; 2165.0; 
MIRACEPCH138(7202) MIRAC2-TO000(7210) #2; 5679; PNBIII-PI500; 9525    #10; PNB3--CER020; 0.2; 0.2; 85.5; 85.6; 300.0; 
S.J.PI-PI500(5570) CURRAL-PI500(6640) #1; 6640; CURRAL-PI500; 5325    #01; QUEIMA-PI500; 116.4; 37.5; 310.0; 426.4; 3464.0; 
S.J.PI-PI500(5570) CURRAL-PI500(6640) #1; 6640; CURRAL-PI500; 5380    #04; MLG2---CE500; 60.0; 18.4; 325.5; 385.5; 1992.0; 
S.J.PI-PI500(5570) CURRAL-PI500(6640) #1; 43952; SJ-SB1-PI500; 5572    #05; SJ-SB1CAP500; -42.4; -9.4; 448.6; 406.2; 2046.0; 
S.J.PI-PI500(5570) CURRAL-PI500(6640) #1; 5570; S.J.PI-PI500; 43952    #05; SJ-SB1-PI500; -42.4; -9.4; 448.6; 406.2; 2046.0; 
S.J.PI-PI500(5570) CURRAL-PI500(6640) #1; 6641; CURRAL-PI230; 6640    #03; CURRAL-PI500; -38.4; -14.5; 264.2; 225.8; 720.0; 
S.J.PI-PI500(5570) CURRAL-PI500(6640) #1; 5572; SJ-SB1CAP500; 6300    #05; SOBRAD-BA500; -36.2; -8.4; 430.1; 393.8; 2165.0; 
S.J.PI-PI500(5570) CURRAL-PI500(6640) #1; 6641; CURRAL-PI230; 6640    #01; CURRAL-PI500; -32.4; -14.5; 222.9; 190.5; 600.0; 
S.J.PI-PI500(5570) CURRAL-PI500(6640) #1; 6641; CURRAL-PI230; 6640    #02; CURRAL-PI500; -32.4; -14.5; 222.9; 190.5; 602.0; 
S.J.PI-PI500(5570) CURRAL-PI500(6640) #1; 5380; MLG2---CE500; 5325    #03; QUEIMA-PI500; 19.4; 10.2; 190.0; 209.4; 3464.0; 
S.J.PI-PI500(5570) CURRAL-PI500(6640) #1; 6641; CURRAL-PI230; 44527    #04; CNP-T4-PI000; 19.0; 4.5; 427.7; 446.7; 720.0; 
S.J.PI-PI500(5570) SJ-SB1-PI500(43952) #5; 43952; SJ-SB1-PI500; 5572    #05; SJ-SB1CAP500; -448.6; -100.0; 448.6; 0.0; 2046.0; 
S.J.PI-PI500(5570) SJ-SB1-PI500(43952) #5; 5572; SJ-SB1CAP500; 6300    #05; SOBRAD-BA500; -348.9; -81.1; 430.1; 81.1; 2165.0; 
S.J.PI-PI500(5570) SJ-SB1-PI500(43952) #5; 5570; S.J.PI-PI500; 5577    #02; SJ-SB2CAP500; 290.0; 60.4; 480.2; 770.2; 1992.0; 
S.J.PI-PI500(5570) SJ-SB1-PI500(43952) #5; 5577; SJ-SB2CAP500; 6300    #02; SOBRAD-BA500; 271.2; 54.7; 496.1; 767.3; 1992.0; 
S.J.PI-PI500(5570) SJ-SB1-PI500(43952) #5; 5380; MLG2---CE500; 7922    #01; S.SURU-PE500; 17.3; 2.6; 655.4; 672.7; 2186.0; 
S.J.PI-PI500(5570) SJ-SB1-PI500(43952) #5; 6640; CURRAL-PI500; 5325    #01; QUEIMA-PI500; 13.3; 4.3; 310.0; 323.2; 3464.0; 
S.J.PI-PI500(5570) SJ-SB1-PI500(43952) #5; 5570; S.J.PI-PI500; 6640    #01; CURRAL-PI500; -13.0; -3.7; 351.6; 338.6; 1992.0; 
S.J.PI-PI500(5570) SJ-SB1-PI500(43952) #5; 7190; GILBU2-PI500; 7197    #02; GB-BR-CAP500; 11.6; 1.0; 1136.8; 1148.5; 2922.0; 
S.J.PI-PI500(5570) SJ-SB1-PI500(43952) #5; 5436; RGONCA-PI500; 5435    #03; RG-SJ1CAP500; -11.6; -4.6; 252.6; 241.0; 1992.0; 
S.J.PI-PI500(5570) SJ-SB1-PI500(43952) #5; 5436; RGONCA-PI500; 5576    #04; RG-SJ2CAP500; -11.5; -4.5; 258.7; 247.2; 2104.0; 
XINGU--PA500(8100) SPELAD-PA500(6754) #1; 5436; RGONCA-PI500; 5437    #01; RG-CO1CAP500; -11.7; -4.9; 241.4; 229.7; 1992.0; 
